ALGORITHM_NAME,PHM_PATTERNS_SK,PARAMETER_NAME,PARAMETER_VALUE
Storage Sample Robot: Error 41: Gripper Open Fault,10322,ERROR_COUNT,3
Storage Sample Robot: Error 41: Gripper Open Fault,10322,ERROR_CODE_REG_EXPR,Storage Sample Robot: Error 41: Gripper Open Fault
Storage Sample Robot: Error 41: Gripper Open Fault,10322,THRESHOLD_DESCRIPTION,3/day - 2 consecutive days
Storage Sample Robot: Error 41: Gripper Open Fault,10322,THRESHOLDS_DAYS,2
Storage Sample Robot: Error 41: Gripper Open Fault,10322,THRESHOLD_DATA_DAYS,
Storage Sample Robot: Error 42: Gripper Close Fault,10323,THRESHOLD_TYPE,CONSECUTIVE
Storage Sample Robot: Error 42: Gripper Close Fault,10323,IHN_LEVEL3_DESC,Storage Sample Robot: Error 42: Gripper Close Fault
Storage Sample Robot: Error 42: Gripper Close Fault,10323,ALGORITHM_TYPE,COUNT
Storage Sample Robot: Error 42: Gripper Close Fault,10323,ERROR_COUNT,3
Storage Sample Robot: Error 42: Gripper Close Fault,10323,ERROR_CODE_REG_EXPR,Storage Sample Robot: Error 42: Gripper Close Fault
Storage Sample Robot: Error 42: Gripper Close Fault,10323,THRESHOLD_DESCRIPTION,3/day - 2 consecutive days
Storage Sample Robot: Error 42: Gripper Close Fault,10323,THRESHOLDS_DAYS,2
Storage Sample Robot: Error 42: Gripper Close Fault,10323,THRESHOLD_DATA_DAYS,
Storage Sample Robot: Error 48: Arm Limp,10324,THRESHOLD_TYPE,CONSECUTIVE
Storage Sample Robot: Error 48: Arm Limp,10324,IHN_LEVEL3_DESC,Storage Sample Robot: Error 48: Arm Limp
Storage Sample Robot: Error 48: Arm Limp,10324,ALGORITHM_TYPE,COUNT
Storage Sample Robot: Error 48: Arm Limp,10324,ERROR_COUNT,3
Storage Sample Robot: Error 48: Arm Limp,10324,ERROR_CODE_REG_EXPR,Storage Sample Robot: Error 48: Arm Limp
Storage Sample Robot: Error 48: Arm Limp,10324,THRESHOLD_DESCRIPTION,3/day - 2 consecutive days
Storage Sample Robot: Error 48: Arm Limp,10324,THRESHOLDS_DAYS,2
Storage Sample Robot: Error 48: Arm Limp,10324,THRESHOLD_DATA_DAYS,
Storage Sample Robot: Error 50: Tube Lost,10325,THRESHOLD_TYPE,CONSECUTIVE
Storage Sample Robot: Error 50: Tube Lost,10325,IHN_LEVEL3_DESC,Storage Sample Robot: Error 50: Tube Lost
Storage Sample Robot: Error 50: Tube Lost,10325,ALGORITHM_TYPE,COUNT
Storage Sample Robot: Error 50: Tube Lost,10325,ERROR_COUNT,3
Storage Sample Robot: Error 50: Tube Lost,10325,ERROR_CODE_REG_EXPR,Storage Sample Robot: Error 50: Tube Lost
Storage Sample Robot: Error 50: Tube Lost,10325,THRESHOLD_DESCRIPTION,3/day - 2 consecutive days
Storage Sample Robot: Error 50: Tube Lost,10325,THRESHOLDS_DAYS,2
Storage Sample Robot: Error 50: Tube Lost,10325,THRESHOLD_DATA_DAYS,
Storage Sample Robot: Error 51: Object found in Gripper,10326,THRESHOLD_TYPE,CONSECUTIVE
Storage Sample Robot: Error 51: Object found in Gripper,10326,IHN_LEVEL3_DESC,Storage Sample Robot: Error 51: Object found in Gripper
Storage Sample Robot: Error 51: Object found in Gripper,10326,ALGORITHM_TYPE,COUNT
Storage Sample Robot: Error 51: Object found in Gripper,10326,ERROR_COUNT,3
Storage Sample Robot: Error 51: Object found in Gripper,10326,ERROR_CODE_REG_EXPR,Storage Sample Robot: Error 51: Object found in Gripper
Storage Sample Robot: Error 51: Object found in Gripper,10326,THRESHOLD_DESCRIPTION,3/day - 2 consecutive days
Storage Sample Robot: Error 51: Object found in Gripper,10326,THRESHOLDS_DAYS,2
Storage Sample Robot: Error 51: Object found in Gripper,10326,THRESHOLD_DATA_DAYS,
Storage: Error 61: Waste Chute Obstructed,10327,THRESHOLD_TYPE,CONSECUTIVE
Storage: Error 61: Waste Chute Obstructed,10327,IHN_LEVEL3_DESC,Storage: Error 61: Waste Chute Obstructed
Storage: Error 61: Waste Chute Obstructed,10327,ALGORITHM_TYPE,COUNT
Storage: Error 61: Waste Chute Obstructed,10327,ERROR_COUNT,2
Storage: Error 61: Waste Chute Obstructed,10327,ERROR_CODE_REG_EXPR,Storage: Error 61: Waste Chute Obstructed
Storage: Error 61: Waste Chute Obstructed,10327,THRESHOLD_DESCRIPTION,2/day - 2 consecutive days
Storage: Error 61: Waste Chute Obstructed,10327,THRESHOLDS_DAYS,2
Storage: Error 61: Waste Chute Obstructed,10327,THRESHOLD_DATA_DAYS,
Storage: Error 62: Tube Drop Failure,10328,THRESHOLD_TYPE,CONSECUTIVE
Storage: Error 62: Tube Drop Failure,10328,IHN_LEVEL3_DESC,Storage: Error 62: Tube Drop Failure
Storage: Error 62: Tube Drop Failure,10328,ALGORITHM_TYPE,COUNT
Storage: Error 62: Tube Drop Failure,10328,ERROR_COUNT,2
Storage: Error 62: Tube Drop Failure,10328,ERROR_CODE_REG_EXPR,Storage: Error 62: Tube Drop Failure
Storage: Error 62: Tube Drop Failure,10328,THRESHOLD_DESCRIPTION,2/day - 2 consecutive days
Storage: Error 62: Tube Drop Failure,10328,THRESHOLDS_DAYS,2
Storage: Error 62: Tube Drop Failure,10328,THRESHOLD_DATA_DAYS,
Unreadable Sample ID (BCR 1),10329,THRESHOLD_TYPE,CONSECUTIVE
Unreadable Sample ID (BCR 1),10329,IHN_LEVEL3_DESC,Unreadable Sample ID (BCR 1)
Unreadable Sample ID (BCR 1),10329,ALGORITHM_TYPE,BCR_1
Unreadable Sample ID (BCR 1),10329,ERROR_COUNT,1.5
Unreadable Sample ID (BCR 1),10329,ERROR_CODE_REG_EXPR,Unreadable Sample ID (BCR 1)
Unreadable Sample ID (BCR 1),10329,THRESHOLD_DESCRIPTION,% Error greater than 1.5 SD for 2 consecutive high volume days
Unreadable Sample ID (BCR 1),10329,THRESHOLDS_DAYS,2
Unreadable Sample ID (BCR 1),10329,THRESHOLD_DATA_DAYS,30
Unreadable Sample ID (BCR 2),10330,THRESHOLD_TYPE,CONSECUTIVE
Unreadable Sample ID (BCR 2),10330,IHN_LEVEL3_DESC,Unreadable Sample ID (BCR 2)
Unreadable Sample ID (BCR 2),10330,ALGORITHM_TYPE,BCR_2/3
Unreadable Sample ID (BCR 2),10330,ERROR_COUNT,1.5
Unreadable Sample ID (BCR 2),10330,ERROR_CODE_REG_EXPR,Unreadable Sample ID (BCR 2)
Unreadable Sample ID (BCR 2),10330,THRESHOLD_DESCRIPTION,1.5%/day for 2 consecutive days
Unreadable Sample ID (BCR 2),10330,THRESHOLDS_DAYS,2
Unreadable Sample ID (BCR 2),10330,THRESHOLD_DATA_DAYS,
Unreadable Sample ID (BCR 3),10331,THRESHOLD_TYPE,CONSECUTIVE
Unreadable Sample ID (BCR 3),10331,IHN_LEVEL3_DESC,Unreadable Sample ID (BCR 3)
Unreadable Sample ID (BCR 3),10331,ALGORITHM_TYPE,BCR_2/3
Unreadable Sample ID (BCR 3),10331,ERROR_COUNT,1.5
Unreadable Sample ID (BCR 3),10331,ERROR_CODE_REG_EXPR,Unreadable Sample ID (BCR 3)
Unreadable Sample ID (BCR 3),10331,THRESHOLD_DESCRIPTION,1.5%/day for 2 consecutive days
Unreadable Sample ID (BCR 3),10331,THRESHOLDS_DAYS,2
Unreadable Sample ID (BCR 3),10331,THRESHOLD_DATA_DAYS,
Automated Refrigerator: Error 27: Rack Transfer Failed (Barrier Sensor Check),10000,THRESHOLD_TYPE,CONSECUTIVE
Automated Refrigerator: Error 27: Rack Transfer Failed (Barrier Sensor Check),10000,IHN_LEVEL3_DESC,Automated Refrigerator: Error 27: Rack Transfer Failed (Barrier Sensor Check)
Automated Refrigerator: Error 27: Rack Transfer Failed (Barrier Sensor Check),10000,ALGORITHM_TYPE,COUNT
Automated Refrigerator: Error 27: Rack Transfer Failed (Barrier Sensor Check),10000,ERROR_COUNT,1
Automated Refrigerator: Error 27: Rack Transfer Failed (Barrier Sensor Check),10000,ERROR_CODE_REG_EXPR,Automated Refrigerator: Error 27: Rack Transfer Failed (Barrier Sensor Check)
Automated Refrigerator: Error 27: Rack Transfer Failed (Barrier Sensor Check),10000,THRESHOLD_DESCRIPTION,1/day - 2 consecutive days
Automated Refrigerator: Error 27: Rack Transfer Failed (Barrier Sensor Check),10000,THRESHOLDS_DAYS,2
Automated Refrigerator: Error 27: Rack Transfer Failed (Barrier Sensor Check),10000,THRESHOLD_DATA_DAYS,
Automated Refrigerator: Error 28: Automated Refrigerator Barrier Failure,10001,THRESHOLD_TYPE,CONSECUTIVE
Automated Refrigerator: Error 28: Automated Refrigerator Barrier Failure,10001,IHN_LEVEL3_DESC,Automated Refrigerator: Error 28: Automated Refrigerator Barrier Failure
Automated Refrigerator: Error 28: Automated Refrigerator Barrier Failure,10001,ALGORITHM_TYPE,COUNT
Automated Refrigerator: Error 28: Automated Refrigerator Barrier Failure,10001,ERROR_COUNT,1
Automated Refrigerator: Error 28: Automated Refrigerator Barrier Failure,10001,ERROR_CODE_REG_EXPR,Automated Refrigerator: Error 28: Automated Refrigerator Barrier Failure
Automated Refrigerator: Error 28: Automated Refrigerator Barrier Failure,10001,THRESHOLD_DESCRIPTION,1/day - 2 consecutive days
Automated Refrigerator: Error 28: Automated Refrigerator Barrier Failure,10001,THRESHOLDS_DAYS,2
Automated Refrigerator: Error 28: Automated Refrigerator Barrier Failure,10001,THRESHOLD_DATA_DAYS,
Automated Refrigerator: Error 63:,10002,THRESHOLD_TYPE,COUNT
Automated Refrigerator: Error 63:,10002,IHN_LEVEL3_DESC,Automated Refrigerator: Error 63:
Automated Refrigerator: Error 63:,10002,ALGORITHM_TYPE,COUNT
Automated Refrigerator: Error 63:,10002,ERROR_COUNT,1
Automated Refrigerator: Error 63:,10002,ERROR_CODE_REG_EXPR,Automated Refrigerator: Error 63:
Automated Refrigerator: Error 63:,10002,THRESHOLD_DESCRIPTION,1/day
Automated Refrigerator: Error 63:,10002,THRESHOLDS_DAYS,1
Automated Refrigerator: Error 63:,10002,THRESHOLD_DATA_DAYS,
Carrier Did Not Pass - Aliquoter Divert,10003,THRESHOLD_TYPE,CONSECUTIVE
Carrier Did Not Pass - Aliquoter Divert,10003,IHN_LEVEL3_DESC,Carrier Did Not Pass - Aliquoter Divert
Carrier Did Not Pass - Aliquoter Divert,10003,ALGORITHM_TYPE,COUNT
Carrier Did Not Pass - Aliquoter Divert,10003,ERROR_COUNT,5
Carrier Did Not Pass - Aliquoter Divert,10003,ERROR_CODE_REG_EXPR,Carrier Did Not Pass - Aliquoter Divert
Carrier Did Not Pass - Aliquoter Divert,10003,THRESHOLD_DESCRIPTION,5/day - 2 consecutive days
Carrier Did Not Pass - Aliquoter Divert,10003,THRESHOLDS_DAYS,2
Carrier Did Not Pass - Aliquoter Divert,10003,THRESHOLD_DATA_DAYS,
Carrier Did Not Pass - Centrifuge 2 Gate A,10004,THRESHOLD_TYPE,CONSECUTIVE
Carrier Did Not Pass - Centrifuge 2 Gate A,10004,IHN_LEVEL3_DESC,Carrier Did Not Pass - Centrifuge 2 Gate A
Carrier Did Not Pass - Centrifuge 2 Gate A,10004,ALGORITHM_TYPE,COUNT
Carrier Did Not Pass - Centrifuge 2 Gate A,10004,ERROR_COUNT,5
Carrier Did Not Pass - Centrifuge 2 Gate A,10004,ERROR_CODE_REG_EXPR,Carrier Did Not Pass - Centrifuge 2 Gate A
Carrier Did Not Pass - Centrifuge 2 Gate A,10004,THRESHOLD_DESCRIPTION,5/day - 2 consecutive days
Carrier Did Not Pass - Centrifuge 2 Gate A,10004,THRESHOLDS_DAYS,2
Carrier Did Not Pass - Centrifuge 2 Gate A,10004,THRESHOLD_DATA_DAYS,
Carrier Did Not Pass - Centrifuge 2 Gate B,10005,THRESHOLD_TYPE,CONSECUTIVE
Carrier Did Not Pass - Centrifuge 2 Gate B,10005,IHN_LEVEL3_DESC,Carrier Did Not Pass - Centrifuge 2 Gate B
Carrier Did Not Pass - Centrifuge 2 Gate B,10005,ALGORITHM_TYPE,COUNT
Carrier Did Not Pass - Centrifuge 2 Gate B,10005,ERROR_COUNT,5
Carrier Did Not Pass - Centrifuge 2 Gate B,10005,ERROR_CODE_REG_EXPR,Carrier Did Not Pass - Centrifuge 2 Gate B
Carrier Did Not Pass - Centrifuge 2 Gate B,10005,THRESHOLD_DESCRIPTION,5/day - 2 consecutive days
Carrier Did Not Pass - Centrifuge 2 Gate B,10005,THRESHOLDS_DAYS,2
Carrier Did Not Pass - Centrifuge 2 Gate B,10005,THRESHOLD_DATA_DAYS,
Carrier Did Not Pass - Centrifuge 2 Gate C,10006,THRESHOLD_TYPE,CONSECUTIVE
Carrier Did Not Pass - Centrifuge 2 Gate C,10006,IHN_LEVEL3_DESC,Carrier Did Not Pass - Centrifuge 2 Gate C
Carrier Did Not Pass - Centrifuge 2 Gate C,10006,ALGORITHM_TYPE,COUNT
Carrier Did Not Pass - Centrifuge 2 Gate C,10006,ERROR_COUNT,5
Carrier Did Not Pass - Centrifuge 2 Gate C,10006,ERROR_CODE_REG_EXPR,Carrier Did Not Pass - Centrifuge 2 Gate C
Carrier Did Not Pass - Centrifuge 2 Gate C,10006,THRESHOLD_DESCRIPTION,5/day - 2 consecutive days
Carrier Did Not Pass - Centrifuge 2 Gate C,10006,THRESHOLDS_DAYS,2
Carrier Did Not Pass - Centrifuge 2 Gate C,10006,THRESHOLD_DATA_DAYS,
Carrier Did Not Pass - Centrifuge Gate A,10007,THRESHOLD_TYPE,CONSECUTIVE
Carrier Did Not Pass - Centrifuge Gate A,10007,IHN_LEVEL3_DESC,Carrier Did Not Pass - Centrifuge Gate A
Carrier Did Not Pass - Centrifuge Gate A,10007,ALGORITHM_TYPE,COUNT
Carrier Did Not Pass - Centrifuge Gate A,10007,ERROR_COUNT,5
Carrier Did Not Pass - Centrifuge Gate A,10007,ERROR_CODE_REG_EXPR,Carrier Did Not Pass - Centrifuge Gate A
Carrier Did Not Pass - Centrifuge Gate A,10007,THRESHOLD_DESCRIPTION,5/day - 2 consecutive days
Carrier Did Not Pass - Centrifuge Gate A,10007,THRESHOLDS_DAYS,2
Carrier Did Not Pass - Centrifuge Gate A,10007,THRESHOLD_DATA_DAYS,
Carrier Did Not Pass - Centrifuge Gate B,10008,THRESHOLD_TYPE,CONSECUTIVE
Carrier Did Not Pass - Centrifuge Gate B,10008,IHN_LEVEL3_DESC,Carrier Did Not Pass - Centrifuge Gate B
Carrier Did Not Pass - Centrifuge Gate B,10008,ALGORITHM_TYPE,COUNT
Carrier Did Not Pass - Centrifuge Gate B,10008,ERROR_COUNT,5
Carrier Did Not Pass - Centrifuge Gate B,10008,ERROR_CODE_REG_EXPR,Carrier Did Not Pass - Centrifuge Gate B
Carrier Did Not Pass - Centrifuge Gate B,10008,THRESHOLD_DESCRIPTION,5/day - 2 consecutive days
Carrier Did Not Pass - Centrifuge Gate B,10008,THRESHOLDS_DAYS,2
Carrier Did Not Pass - Centrifuge Gate B,10008,THRESHOLD_DATA_DAYS,
Carrier Did Not Pass - Centrifuge Gate C,10009,THRESHOLD_TYPE,CONSECUTIVE
Carrier Did Not Pass - Centrifuge Gate C,10009,IHN_LEVEL3_DESC,Carrier Did Not Pass - Centrifuge Gate C
Carrier Did Not Pass - Centrifuge Gate C,10009,ALGORITHM_TYPE,COUNT
Carrier Did Not Pass - Centrifuge Gate C,10009,ERROR_COUNT,5
Carrier Did Not Pass - Centrifuge Gate C,10009,ERROR_CODE_REG_EXPR,Carrier Did Not Pass - Centrifuge Gate C
Carrier Did Not Pass - Centrifuge Gate C,10009,THRESHOLD_DESCRIPTION,5/day - 2 consecutive days
Carrier Did Not Pass - Centrifuge Gate C,10009,THRESHOLDS_DAYS,2
Carrier Did Not Pass - Centrifuge Gate C,10009,THRESHOLD_DATA_DAYS,
Carrier Did Not Pass - Decapper Divert Gate,10010,THRESHOLD_TYPE,CONSECUTIVE
Carrier Did Not Pass - Decapper Divert Gate,10010,IHN_LEVEL3_DESC,Carrier Did Not Pass - Decapper Divert Gate
Carrier Did Not Pass - Decapper Divert Gate,10010,ALGORITHM_TYPE,COUNT
Carrier Did Not Pass - Decapper Divert Gate,10010,ERROR_COUNT,5
Carrier Did Not Pass - Decapper Divert Gate,10010,ERROR_CODE_REG_EXPR,Carrier Did Not Pass - Decapper Divert Gate
Carrier Did Not Pass - Decapper Divert Gate,10010,THRESHOLD_DESCRIPTION,5/day - 2 consecutive days
Carrier Did Not Pass - Decapper Divert Gate,10010,THRESHOLDS_DAYS,2
Carrier Did Not Pass - Decapper Divert Gate,10010,THRESHOLD_DATA_DAYS,
Carrier Did Not Pass - Decapper Gate,10011,THRESHOLD_TYPE,CONSECUTIVE
Carrier Did Not Pass - Decapper Gate,10011,IHN_LEVEL3_DESC,Carrier Did Not Pass - Decapper Gate
Carrier Did Not Pass - Decapper Gate,10011,ALGORITHM_TYPE,COUNT
Carrier Did Not Pass - Decapper Gate,10011,ERROR_COUNT,5
Carrier Did Not Pass - Decapper Gate,10011,ERROR_CODE_REG_EXPR,Carrier Did Not Pass - Decapper Gate
Carrier Did Not Pass - Decapper Gate,10011,THRESHOLD_DESCRIPTION,5/day - 2 consecutive days
Carrier Did Not Pass - Decapper Gate,10011,THRESHOLDS_DAYS,2
Carrier Did Not Pass - Decapper Gate,10011,THRESHOLD_DATA_DAYS,
Carrier Did Not Pass - Desealer Divert,10012,THRESHOLD_TYPE,CONSECUTIVE
Carrier Did Not Pass - Desealer Divert,10012,IHN_LEVEL3_DESC,Carrier Did Not Pass - Desealer Divert
Carrier Did Not Pass - Desealer Divert,10012,ALGORITHM_TYPE,COUNT
Carrier Did Not Pass - Desealer Divert,10012,ERROR_COUNT,5
Carrier Did Not Pass - Desealer Divert,10012,ERROR_CODE_REG_EXPR,Carrier Did Not Pass - Desealer Divert
Carrier Did Not Pass - Desealer Divert,10012,THRESHOLD_DESCRIPTION,5/day - 2 consecutive days
Carrier Did Not Pass - Desealer Divert,10012,THRESHOLDS_DAYS,2
Carrier Did Not Pass - Desealer Divert,10012,THRESHOLD_DATA_DAYS,
Carrier Did Not Pass - Desealer Gate,10013,THRESHOLD_TYPE,CONSECUTIVE
Carrier Did Not Pass - Desealer Gate,10013,IHN_LEVEL3_DESC,Carrier Did Not Pass - Desealer Gate
Carrier Did Not Pass - Desealer Gate,10013,ALGORITHM_TYPE,COUNT
Carrier Did Not Pass - Desealer Gate,10013,ERROR_COUNT,5
Carrier Did Not Pass - Desealer Gate,10013,ERROR_CODE_REG_EXPR,Carrier Did Not Pass - Desealer Gate
Carrier Did Not Pass - Desealer Gate,10013,THRESHOLD_DESCRIPTION,5/day - 2 consecutive days
Carrier Did Not Pass - Desealer Gate,10013,THRESHOLDS_DAYS,2
Carrier Did Not Pass - Desealer Gate,10013,THRESHOLD_DATA_DAYS,
Carrier Did Not Pass - Instrument 1 Gate,10014,THRESHOLD_TYPE,CONSECUTIVE
Carrier Did Not Pass - Instrument 1 Gate,10014,IHN_LEVEL3_DESC,Carrier Did Not Pass - Instrument 1 Gate
Carrier Did Not Pass - Instrument 1 Gate,10014,ALGORITHM_TYPE,COUNT
Carrier Did Not Pass - Instrument 1 Gate,10014,ERROR_COUNT,5
Carrier Did Not Pass - Instrument 1 Gate,10014,ERROR_CODE_REG_EXPR,Carrier Did Not Pass - Instrument 1 Gate
Carrier Did Not Pass - Instrument 1 Gate,10014,THRESHOLD_DESCRIPTION,5/day - 2 consecutive days
Carrier Did Not Pass - Instrument 1 Gate,10014,THRESHOLDS_DAYS,2
Carrier Did Not Pass - Instrument 1 Gate,10014,THRESHOLD_DATA_DAYS,
Carrier Did Not Pass - Instrument 2 Gate,10015,THRESHOLD_TYPE,CONSECUTIVE
Carrier Did Not Pass - Instrument 2 Gate,10015,IHN_LEVEL3_DESC,Carrier Did Not Pass - Instrument 2 Gate
Carrier Did Not Pass - Instrument 2 Gate,10015,ALGORITHM_TYPE,COUNT
Carrier Did Not Pass - Instrument 2 Gate,10015,ERROR_COUNT,5
Carrier Did Not Pass - Instrument 2 Gate,10015,ERROR_CODE_REG_EXPR,Carrier Did Not Pass - Instrument 2 Gate
Carrier Did Not Pass - Instrument 2 Gate,10015,THRESHOLD_DESCRIPTION,5/day - 2 consecutive days
Carrier Did Not Pass - Instrument 2 Gate,10015,THRESHOLDS_DAYS,2
Carrier Did Not Pass - Instrument 2 Gate,10015,THRESHOLD_DATA_DAYS,
Carrier Did Not Pass - Instrument 3 Gate,10016,THRESHOLD_TYPE,CONSECUTIVE
Carrier Did Not Pass - Instrument 3 Gate,10016,IHN_LEVEL3_DESC,Carrier Did Not Pass - Instrument 3 Gate
Carrier Did Not Pass - Instrument 3 Gate,10016,ALGORITHM_TYPE,COUNT
Carrier Did Not Pass - Instrument 3 Gate,10016,ERROR_COUNT,5
Carrier Did Not Pass - Instrument 3 Gate,10016,ERROR_CODE_REG_EXPR,Carrier Did Not Pass - Instrument 3 Gate
Carrier Did Not Pass - Instrument 3 Gate,10016,THRESHOLD_DESCRIPTION,5/day - 2 consecutive days
Carrier Did Not Pass - Instrument 3 Gate,10016,THRESHOLDS_DAYS,2
Carrier Did Not Pass - Instrument 3 Gate,10016,THRESHOLD_DATA_DAYS,
Carrier Did Not Pass - Instrument 4 Gate,10017,THRESHOLD_TYPE,CONSECUTIVE
Carrier Did Not Pass - Instrument 4 Gate,10017,IHN_LEVEL3_DESC,Carrier Did Not Pass - Instrument 4 Gate
Carrier Did Not Pass - Instrument 4 Gate,10017,ALGORITHM_TYPE,COUNT
Carrier Did Not Pass - Instrument 4 Gate,10017,ERROR_COUNT,5
Carrier Did Not Pass - Instrument 4 Gate,10017,ERROR_CODE_REG_EXPR,Carrier Did Not Pass - Instrument 4 Gate
Carrier Did Not Pass - Instrument 4 Gate,10017,THRESHOLD_DESCRIPTION,5/day - 2 consecutive days
Carrier Did Not Pass - Instrument 4 Gate,10017,THRESHOLDS_DAYS,2
Carrier Did Not Pass - Instrument 4 Gate,10017,THRESHOLD_DATA_DAYS,
Carrier Did Not Pass - Instrument 5 Gate,10018,THRESHOLD_TYPE,CONSECUTIVE
Carrier Did Not Pass - Instrument 5 Gate,10018,IHN_LEVEL3_DESC,Carrier Did Not Pass - Instrument 5 Gate
Carrier Did Not Pass - Instrument 5 Gate,10018,ALGORITHM_TYPE,COUNT
Carrier Did Not Pass - Instrument 5 Gate,10018,ERROR_COUNT,5
Carrier Did Not Pass - Instrument 5 Gate,10018,ERROR_CODE_REG_EXPR,Carrier Did Not Pass - Instrument 5 Gate
Carrier Did Not Pass - Instrument 5 Gate,10018,THRESHOLD_DESCRIPTION,5/day - 2 consecutive days
Carrier Did Not Pass - Instrument 5 Gate,10018,THRESHOLDS_DAYS,2
Carrier Did Not Pass - Instrument 5 Gate,10018,THRESHOLD_DATA_DAYS,
Carrier Did Not Pass - Instrument 6 Gate,10019,THRESHOLD_TYPE,CONSECUTIVE
Carrier Did Not Pass - Instrument 6 Gate,10019,IHN_LEVEL3_DESC,Carrier Did Not Pass - Instrument 6 Gate
Carrier Did Not Pass - Instrument 6 Gate,10019,ALGORITHM_TYPE,COUNT
Carrier Did Not Pass - Instrument 6 Gate,10019,ERROR_COUNT,5
Carrier Did Not Pass - Instrument 6 Gate,10019,ERROR_CODE_REG_EXPR,Carrier Did Not Pass - Instrument 6 Gate
Carrier Did Not Pass - Instrument 6 Gate,10019,THRESHOLD_DESCRIPTION,5/day - 2 consecutive days
Carrier Did Not Pass - Instrument 6 Gate,10019,THRESHOLDS_DAYS,2
Carrier Did Not Pass - Instrument 6 Gate,10019,THRESHOLD_DATA_DAYS,
Carrier Did Not Pass - Instrument 7 Gate,10020,THRESHOLD_TYPE,CONSECUTIVE
Carrier Did Not Pass - Instrument 7 Gate,10020,IHN_LEVEL3_DESC,Carrier Did Not Pass - Instrument 7 Gate
Carrier Did Not Pass - Instrument 7 Gate,10020,ALGORITHM_TYPE,COUNT
Carrier Did Not Pass - Instrument 7 Gate,10020,ERROR_COUNT,5
Carrier Did Not Pass - Instrument 7 Gate,10020,ERROR_CODE_REG_EXPR,Carrier Did Not Pass - Instrument 7 Gate
Carrier Did Not Pass - Instrument 7 Gate,10020,THRESHOLD_DESCRIPTION,5/day - 2 consecutive days
Carrier Did Not Pass - Instrument 7 Gate,10020,THRESHOLDS_DAYS,2
Carrier Did Not Pass - Instrument 7 Gate,10020,THRESHOLD_DATA_DAYS,
Carrier Did Not Pass - Instrument 8 Gate,10021,THRESHOLD_TYPE,CONSECUTIVE
Carrier Did Not Pass - Instrument 8 Gate,10021,IHN_LEVEL3_DESC,Carrier Did Not Pass - Instrument 8 Gate
Carrier Did Not Pass - Instrument 8 Gate,10021,ALGORITHM_TYPE,COUNT
Carrier Did Not Pass - Instrument 8 Gate,10021,ERROR_COUNT,5
Carrier Did Not Pass - Instrument 8 Gate,10021,ERROR_CODE_REG_EXPR,Carrier Did Not Pass - Instrument 8 Gate
Carrier Did Not Pass - Instrument 8 Gate,10021,THRESHOLD_DESCRIPTION,5/day - 2 consecutive days
Carrier Did Not Pass - Instrument 8 Gate,10021,THRESHOLDS_DAYS,2
Carrier Did Not Pass - Instrument 8 Gate,10021,THRESHOLD_DATA_DAYS,
Carrier Did Not Pass - IOM Divert Gate,10022,THRESHOLD_TYPE,CONSECUTIVE
Carrier Did Not Pass - IOM Divert Gate,10022,IHN_LEVEL3_DESC,Carrier Did Not Pass - IOM Divert Gate
Carrier Did Not Pass - IOM Divert Gate,10022,ALGORITHM_TYPE,COUNT
Carrier Did Not Pass - IOM Divert Gate,10022,ERROR_COUNT,5
Carrier Did Not Pass - IOM Divert Gate,10022,ERROR_CODE_REG_EXPR,Carrier Did Not Pass - IOM Divert Gate
Carrier Did Not Pass - IOM Divert Gate,10022,THRESHOLD_DESCRIPTION,5/day - 2 consecutive days
Carrier Did Not Pass - IOM Divert Gate,10022,THRESHOLDS_DAYS,2
Carrier Did Not Pass - IOM Divert Gate,10022,THRESHOLD_DATA_DAYS,
Carrier Did Not Pass - IOM Gate A,10023,THRESHOLD_TYPE,CONSECUTIVE
Carrier Did Not Pass - IOM Gate A,10023,IHN_LEVEL3_DESC,Carrier Did Not Pass - IOM Gate A
Carrier Did Not Pass - IOM Gate A,10023,ALGORITHM_TYPE,COUNT
Carrier Did Not Pass - IOM Gate A,10023,ERROR_COUNT,5
Carrier Did Not Pass - IOM Gate A,10023,ERROR_CODE_REG_EXPR,Carrier Did Not Pass - IOM Gate A
Carrier Did Not Pass - IOM Gate A,10023,THRESHOLD_DESCRIPTION,5/day - 2 consecutive days
Carrier Did Not Pass - IOM Gate A,10023,THRESHOLDS_DAYS,2
Carrier Did Not Pass - IOM Gate A,10023,THRESHOLD_DATA_DAYS,
Carrier Did Not Pass - IOM Gate B,10024,THRESHOLD_TYPE,CONSECUTIVE
Carrier Did Not Pass - IOM Gate B,10024,IHN_LEVEL3_DESC,Carrier Did Not Pass - IOM Gate B
Carrier Did Not Pass - IOM Gate B,10024,ALGORITHM_TYPE,COUNT
Carrier Did Not Pass - IOM Gate B,10024,ERROR_COUNT,5
Carrier Did Not Pass - IOM Gate B,10024,ERROR_CODE_REG_EXPR,Carrier Did Not Pass - IOM Gate B
Carrier Did Not Pass - IOM Gate B,10024,THRESHOLD_DESCRIPTION,5/day - 2 consecutive days
Carrier Did Not Pass - IOM Gate B,10024,THRESHOLDS_DAYS,2
Carrier Did Not Pass - IOM Gate B,10024,THRESHOLD_DATA_DAYS,
Carrier Did Not Pass - IOM Gate C,10025,THRESHOLD_TYPE,CONSECUTIVE
Carrier Did Not Pass - IOM Gate C,10025,IHN_LEVEL3_DESC,Carrier Did Not Pass - IOM Gate C
