ALGORITHM_NAME,PHM_PATTERNS_SK,PARAMETER_NAME,PARAMETER_VALUE
# Carrier Runaway At Load Gate During Identification RIM 0BFF,118,IHN_LEVEL3_DESC,Carrier Runaway At Load Gate During Identification RIM 0BFF
# Carrier Runaway At Load Gate During Identification RIM 0BFF,118,ALGORITHM_TYPE,ERROR_COUNT
# Carrier Runaway At Load Gate During Identification RIM 0BFF,118,ERROR_COUNT,10
# Carrier Runaway At Load Gate During Identification RIM 0BFF,118,THRESHOLD_DESCRIPTION,10/day for 2 consecutive days
# Carrier Runaway At Load Gate During Identification RIM 0BFF,118,THRESHOLDS_DAYS,2
# Carrier Runaway At Load Gate During Identification RIM 0BFF,118,THRESHOLD_DATA_DAYS,2
# Axis Z Up Failure IOM 04BA,119,MODULE,IOM
# Axis Z Up Failure IOM 04BA,119,ERROR_CODE_VALUE,04BA
# Axis Z Up Failure IOM 04BA,119,IHN_LEVEL3_DESC,Axis Z Up Failure IOM 04BA
# Axis Z Up Failure IOM 04BA,119,ALGORITHM_TYPE,ERROR_COUNT
# Axis Z Up Failure IOM 04BA,119,ERROR_COUNT,4
# Axis Z Up Failure IOM 04BA,119,THRESHOLD_DESCRIPTION,4/day for 2 consecutive days
# Axis Z Up Failure IOM 04BA,119,THRESHOLDS_DAYS,2
# Axis Z Up Failure IOM 04BA,119,THRESHOLD_DATA_DAYS,2
# Pass Error - Barcode Reader Gate IOM 0423,120,MODULE,IOM
# Pass Error - Barcode Reader Gate IOM 0423,120,ERROR_CODE_VALUE,0423
# Pass Error - Barcode Reader Gate IOM 0423,120,IHN_LEVEL3_DESC,Pass Error - Barcode Reader Gate IOM 0423
# Pass Error - Barcode Reader Gate IOM 0423,120,ALGORITHM_TYPE,ERROR_COUNT
# Pass Error - Barcode Reader Gate IOM 0423,120,ERROR_COUNT,5
# Pass Error - Barcode Reader Gate IOM 0423,120,THRESHOLD_DESCRIPTION,5/day for 2 consecutive days
# Pass Error - Barcode Reader Gate IOM 0423,120,THRESHOLDS_DAYS,2
# Pass Error - Barcode Reader Gate IOM 0423,120,THRESHOLD_DATA_DAYS,2
# Carrier Run Away from Priority Input Gate ISR 5009,121,MODULE,ISR
# Carrier Run Away from Priority Input Gate ISR 5009,121,ERROR_CODE_VALUE,5009
# Carrier Run Away from Priority Input Gate ISR 5009,121,IHN_LEVEL3_DESC,Carrier Run Away from Priority Input Gate ISR 5009
# Carrier Run Away from Priority Input Gate ISR 5009,121,ALGORITHM_TYPE,ERROR_COUNT
# Carrier Run Away from Priority Input Gate ISR 5009,121,ERROR_COUNT,5
# Carrier Run Away from Priority Input Gate ISR 5009,121,THRESHOLD_DESCRIPTION,5/day for 2 consecutive days
# Carrier Run Away from Priority Input Gate ISR 5009,121,THRESHOLDS_DAYS,2
# Carrier Run Away from Priority Input Gate ISR 5009,121,THRESHOLD_DATA_DAYS,2
# Gripper Open Fault During Sample Tube Placing SRM 0EB8,122,MODULE,SRM
# Gripper Open Fault During Sample Tube Placing SRM 0EB8,122,ERROR_CODE_VALUE,0EB8
# Gripper Open Fault During Sample Tube Placing SRM 0EB8,122,IHN_LEVEL3_DESC,Gripper Open Fault During Sample Tube Placing SRM 0EB8
# Gripper Open Fault During Sample Tube Placing SRM 0EB8,122,ALGORITHM_TYPE,ERROR_COUNT
# Gripper Open Fault During Sample Tube Placing SRM 0EB8,122,ERROR_COUNT,2
# Gripper Open Fault During Sample Tube Placing SRM 0EB8,122,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Gripper Open Fault During Sample Tube Placing SRM 0EB8,122,THRESHOLDS_DAYS,2
# Gripper Open Fault During Sample Tube Placing SRM 0EB8,122,THRESHOLD_DATA_DAYS,2
# Pass Error - Empty Carrier Divert Gate IOM 0424,123,MODULE,IOM
# Pass Error - Empty Carrier Divert Gate IOM 0424,123,ERROR_CODE_VALUE,0424
# Pass Error - Empty Carrier Divert Gate IOM 0424,123,IHN_LEVEL3_DESC,Pass Error - Empty Carrier Divert Gate IOM 0424
# Pass Error - Empty Carrier Divert Gate IOM 0424,123,ALGORITHM_TYPE,ERROR_COUNT
# Pass Error - Empty Carrier Divert Gate IOM 0424,123,ERROR_COUNT,5
# Pass Error - Empty Carrier Divert Gate IOM 0424,123,THRESHOLD_DESCRIPTION,5/day for 2 consecutive days
# Pass Error - Empty Carrier Divert Gate IOM 0424,123,THRESHOLDS_DAYS,2
# Pass Error - Empty Carrier Divert Gate IOM 0424,123,THRESHOLD_DATA_DAYS,2
# Axis Z Up Failure CM 06BA,124,MODULE,CM
# Axis Z Up Failure CM 06BA,124,ERROR_CODE_VALUE,06BA
# Axis Z Up Failure CM 06BA,124,IHN_LEVEL3_DESC,Axis Z Up Failure CM 06BA
# Axis Z Up Failure CM 06BA,124,ALGORITHM_TYPE,ERROR_COUNT
# Axis Z Up Failure CM 06BA,124,ERROR_COUNT,4
# Axis Z Up Failure CM 06BA,124,THRESHOLD_DESCRIPTION,4/day for 2 consecutive days
# Axis Z Up Failure CM 06BA,124,THRESHOLDS_DAYS,2
# Axis Z Up Failure CM 06BA,124,THRESHOLD_DATA_DAYS,2
# Carrier Run Away from Return Gate ISR 5006,125,MODULE,ISR
# Carrier Run Away from Return Gate ISR 5006,125,ERROR_CODE_VALUE,5006
# Carrier Run Away from Return Gate ISR 5006,125,IHN_LEVEL3_DESC,Carrier Run Away from Return Gate ISR 5006
# Carrier Run Away from Return Gate ISR 5006,125,ALGORITHM_TYPE,ERROR_COUNT
# Carrier Run Away from Return Gate ISR 5006,125,ERROR_COUNT,5
# Carrier Run Away from Return Gate ISR 5006,125,THRESHOLD_DESCRIPTION,5/day for 2 consecutive days
# Carrier Run Away from Return Gate ISR 5006,125,THRESHOLDS_DAYS,2
# Carrier Run Away from Return Gate ISR 5006,125,THRESHOLD_DATA_DAYS,2
# Unreadable Sample ID CM 0605,126,MODULE,CM
# Unreadable Sample ID CM 0605,126,ERROR_CODE_VALUE,0605
# Unreadable Sample ID CM 0605,126,IHN_LEVEL3_DESC,Unreadable Sample ID CM 0605
# Unreadable Sample ID CM 0605,126,ALGORITHM_TYPE,PERCENTAGE
# Unreadable Sample ID CM 0605,126,ERROR_COUNT,1.5
# Unreadable Sample ID CM 0605,126,THRESHOLD_DESCRIPTION,1.5%/day for 2 consecutive days
# Unreadable Sample ID CM 0605,126,THRESHOLDS_DAYS,2
# Unreadable Sample ID CM 0605,126,THRESHOLD_DATA_DAYS,2
# Pass Error - Empty Carrier Buffer Gate IOM 0425,127,MODULE,IOM
# Pass Error - Empty Carrier Buffer Gate IOM 0425,127,ERROR_CODE_VALUE,0425
# Pass Error - Empty Carrier Buffer Gate IOM 0425,127,IHN_LEVEL3_DESC,Pass Error - Empty Carrier Buffer Gate IOM 0425
# Pass Error - Empty Carrier Buffer Gate IOM 0425,127,ALGORITHM_TYPE,ERROR_COUNT
# Pass Error - Empty Carrier Buffer Gate IOM 0425,127,ERROR_COUNT,5
# Pass Error - Empty Carrier Buffer Gate IOM 0425,127,THRESHOLD_DESCRIPTION,5/day for 2 consecutive days
# Pass Error - Empty Carrier Buffer Gate IOM 0425,127,THRESHOLDS_DAYS,2
# Pass Error - Empty Carrier Buffer Gate IOM 0425,127,THRESHOLD_DATA_DAYS,2
# Carrier Run Away from Routine Gate ISR 5005,128,MODULE,ISR
# Carrier Run Away from Routine Gate ISR 5005,128,ERROR_CODE_VALUE,5005
# Carrier Run Away from Routine Gate ISR 5005,128,IHN_LEVEL3_DESC,Carrier Run Away from Routine Gate ISR 5005
# Carrier Run Away from Routine Gate ISR 5005,128,ALGORITHM_TYPE,ERROR_COUNT
# Carrier Run Away from Routine Gate ISR 5005,128,ERROR_COUNT,1
# Carrier Run Away from Routine Gate ISR 5005,128,THRESHOLD_DESCRIPTION,1/day
# Carrier Run Away from Routine Gate ISR 5005,128,THRESHOLDS_DAYS,1
# Carrier Run Away from Routine Gate ISR 5005,128,THRESHOLD_DATA_DAYS,1
# Axis Z Up Failure RIM 0B9D,129,MODULE,RIM
# Axis Z Up Failure RIM 0B9D,129,ERROR_CODE_VALUE,0B9D
# Axis Z Up Failure RIM 0B9D,129,IHN_LEVEL3_DESC,Axis Z Up Failure RIM 0B9D
# Axis Z Up Failure RIM 0B9D,129,ALGORITHM_TYPE,ERROR_COUNT
# Axis Z Up Failure RIM 0B9D,129,ERROR_COUNT,4
# Axis Z Up Failure RIM 0B9D,129,THRESHOLD_DESCRIPTION,4/day for 2 consecutive days
# Axis Z Up Failure RIM 0B9D,129,THRESHOLDS_DAYS,2
# Axis Z Up Failure RIM 0B9D,129,THRESHOLD_DATA_DAYS,2
# Unreadable Sample ID ISR 5015,130,MODULE,ISR
# Unreadable Sample ID ISR 5015,130,ERROR_CODE_VALUE,5015
# Unreadable Sample ID ISR 5015,130,IHN_LEVEL3_DESC,Unreadable Sample ID ISR 5015
# Unreadable Sample ID ISR 5015,130,ALGORITHM_TYPE,PERCENTAGE
# Unreadable Sample ID ISR 5015,130,ERROR_COUNT,2
# Unreadable Sample ID ISR 5015,130,THRESHOLD_DESCRIPTION,2%/day for 2 consecutive days
# Unreadable Sample ID ISR 5015,130,THRESHOLDS_DAYS,2
# Unreadable Sample ID ISR 5015,130,THRESHOLD_DATA_DAYS,2
# Waiting for Passthrough ACK at Divert Gate ISR 5047,131,MODULE,ISR
# Waiting for Passthrough ACK at Divert Gate ISR 5047,131,ERROR_CODE_VALUE,5047
# Waiting for Passthrough ACK at Divert Gate ISR 5047,131,IHN_LEVEL3_DESC,Waiting for Passthrough ACK at Divert Gate ISR 5047
# Waiting for Passthrough ACK at Divert Gate ISR 5047,131,ALGORITHM_TYPE,ERROR_COUNT
# Waiting for Passthrough ACK at Divert Gate ISR 5047,131,ERROR_COUNT,1
# Waiting for Passthrough ACK at Divert Gate ISR 5047,131,THRESHOLD_DESCRIPTION,1/day
# Waiting for Passthrough ACK at Divert Gate ISR 5047,131,THRESHOLDS_DAYS,1
# Waiting for Passthrough ACK at Divert Gate ISR 5047,131,THRESHOLD_DATA_DAYS,1
# Gripper Open Fault During Sample Tube Unloading ROM 0DA1,132,MODULE,ROM
# Gripper Open Fault During Sample Tube Unloading ROM 0DA1,132,ERROR_CODE_VALUE,0DA1
# Gripper Open Fault During Sample Tube Unloading ROM 0DA1,132,IHN_LEVEL3_DESC,Gripper Open Fault During Sample Tube Unloading ROM 0DA1
# Gripper Open Fault During Sample Tube Unloading ROM 0DA1,132,ALGORITHM_TYPE,ERROR_COUNT
# Gripper Open Fault During Sample Tube Unloading ROM 0DA1,132,ERROR_COUNT,2
# Gripper Open Fault During Sample Tube Unloading ROM 0DA1,132,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Gripper Open Fault During Sample Tube Unloading ROM 0DA1,132,THRESHOLDS_DAYS,2
# Gripper Open Fault During Sample Tube Unloading ROM 0DA1,132,THRESHOLD_DATA_DAYS,2
# Carrier Runaway - Divert Gate ROM 0D1B,133,MODULE,ROM
# Carrier Runaway - Divert Gate ROM 0D1B,133,ERROR_CODE_VALUE,0D1B
# Carrier Runaway - Divert Gate ROM 0D1B,133,IHN_LEVEL3_DESC,Carrier Runaway - Divert Gate ROM 0D1B
# Carrier Runaway - Divert Gate ROM 0D1B,133,ALGORITHM_TYPE,ERROR_COUNT
# Carrier Runaway - Divert Gate ROM 0D1B,133,ERROR_COUNT,10
# Carrier Runaway - Divert Gate ROM 0D1B,133,THRESHOLD_DESCRIPTION,10/day for 2 consecutive days
# Carrier Runaway - Divert Gate ROM 0D1B,133,THRESHOLDS_DAYS,2
# Carrier Runaway - Divert Gate ROM 0D1B,133,THRESHOLD_DATA_DAYS,2
# Carrier Run Away from Routine Input Gate ISR 5008,134,MODULE,ISR
# Carrier Run Away from Routine Input Gate ISR 5008,134,ERROR_CODE_VALUE,5008
# Carrier Run Away from Routine Input Gate ISR 5008,134,IHN_LEVEL3_DESC,Carrier Run Away from Routine Input Gate ISR 5008
# Carrier Run Away from Routine Input Gate ISR 5008,134,ALGORITHM_TYPE,ERROR_COUNT
# Carrier Run Away from Routine Input Gate ISR 5008,134,ERROR_COUNT,5
# Carrier Run Away from Routine Input Gate ISR 5008,134,THRESHOLD_DESCRIPTION,5/day for 2 consecutive days
# Carrier Run Away from Routine Input Gate ISR 5008,134,THRESHOLDS_DAYS,2
# Carrier Run Away from Routine Input Gate ISR 5008,134,THRESHOLD_DATA_DAYS,2
# Pass Error - Divert Gate RIM 0B10,135,MODULE,RIM
# Pass Error - Divert Gate RIM 0B10,135,ERROR_CODE_VALUE,0B10
# Pass Error - Divert Gate RIM 0B10,135,IHN_LEVEL3_DESC,Pass Error - Divert Gate RIM 0B10
# Pass Error - Divert Gate RIM 0B10,135,ALGORITHM_TYPE,ERROR_COUNT
# Pass Error - Divert Gate RIM 0B10,135,ERROR_COUNT,5
# Pass Error - Divert Gate RIM 0B10,135,THRESHOLD_DESCRIPTION,5/day for 2 consecutive days
# Pass Error - Divert Gate RIM 0B10,135,THRESHOLDS_DAYS,2
# Pass Error - Divert Gate RIM 0B10,135,THRESHOLD_DATA_DAYS,2
# Axis Z Up Failure ROM 0D99,136,MODULE,ROM
# Axis Z Up Failure ROM 0D99,136,ERROR_CODE_VALUE,0D99
# Axis Z Up Failure ROM 0D99,136,IHN_LEVEL3_DESC,Axis Z Up Failure ROM 0D99
# Axis Z Up Failure ROM 0D99,136,ALGORITHM_TYPE,ERROR_COUNT
# Axis Z Up Failure ROM 0D99,136,ERROR_COUNT,4
# Axis Z Up Failure ROM 0D99,136,THRESHOLD_DESCRIPTION,4/day for 2 consecutive days
# Axis Z Up Failure ROM 0D99,136,THRESHOLDS_DAYS,2
# Axis Z Up Failure ROM 0D99,136,THRESHOLD_DATA_DAYS,2
# Sample Tube Lost CM 06D4,137,MODULE,CM
# Sample Tube Lost CM 06D4,137,ERROR_CODE_VALUE,06D4
# Sample Tube Lost CM 06D4,137,IHN_LEVEL3_DESC,Sample Tube Lost CM 06D4
# Sample Tube Lost CM 06D4,137,ALGORITHM_TYPE,ERROR_COUNT
# Sample Tube Lost CM 06D4,137,ERROR_COUNT,2
# Sample Tube Lost CM 06D4,137,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Sample Tube Lost CM 06D4,137,THRESHOLDS_DAYS,2
# Sample Tube Lost CM 06D4,137,THRESHOLD_DATA_DAYS,2
# Unreadable Sample ID SRM 0E05,138,MODULE,SRM
# Unreadable Sample ID SRM 0E05,138,ERROR_CODE_VALUE,0E05
# Unreadable Sample ID SRM 0E05,138,IHN_LEVEL3_DESC,Unreadable Sample ID SRM 0E05
# Unreadable Sample ID SRM 0E05,138,ALGORITHM_TYPE,PERCENTAGE
# Unreadable Sample ID SRM 0E05,138,ERROR_COUNT,5
# Unreadable Sample ID SRM 0E05,138,THRESHOLD_DESCRIPTION,5%/day for 2 consecutive days
# Unreadable Sample ID SRM 0E05,138,THRESHOLDS_DAYS,2
# Unreadable Sample ID SRM 0E05,138,THRESHOLD_DATA_DAYS,2
# Carrier Runaway - Unload Gate ROM 0D1C,139,MODULE,SRM
# Carrier Runaway - Unload Gate ROM 0D1C,139,ERROR_CODE_VALUE,0D1C
# Carrier Runaway - Unload Gate ROM 0D1C,139,IHN_LEVEL3_DESC,Carrier Runaway - Unload Gate ROM 0D1C
# Carrier Runaway - Unload Gate ROM 0D1C,139,ALGORITHM_TYPE,ERROR_COUNT
# Carrier Runaway - Unload Gate ROM 0D1C,139,ERROR_COUNT,10
# Carrier Runaway - Unload Gate ROM 0D1C,139,THRESHOLD_DESCRIPTION,10/day for 2 consecutive days
# Carrier Runaway - Unload Gate ROM 0D1C,139,THRESHOLDS_DAYS,2
# Carrier Runaway - Unload Gate ROM 0D1C,139,THRESHOLD_DATA_DAYS,2
# Carrier Run Away from STAT Gate ISR 5004,140,MODULE,ISR
# Carrier Run Away from STAT Gate ISR 5004,140,ERROR_CODE_VALUE,5004
# Carrier Run Away from STAT Gate ISR 5004,140,IHN_LEVEL3_DESC,Carrier Run Away from STAT Gate ISR 5004
# Carrier Run Away from STAT Gate ISR 5004,140,ALGORITHM_TYPE,ERROR_COUNT
# Carrier Run Away from STAT Gate ISR 5004,140,ERROR_COUNT,1
# Carrier Run Away from STAT Gate ISR 5004,140,THRESHOLD_DESCRIPTION,1/day
# Carrier Run Away from STAT Gate ISR 5004,140,THRESHOLDS_DAYS,1
# Carrier Run Away from STAT Gate ISR 5004,140,THRESHOLD_DATA_DAYS,1
# Pass Error - Load Gate RIM 0B11,141,MODULE,RIM
# Pass Error - Load Gate RIM 0B11,141,ERROR_CODE_VALUE,0B11
# Pass Error - Load Gate RIM 0B11,141,IHN_LEVEL3_DESC,Pass Error - Load Gate RIM 0B11
# Pass Error - Load Gate RIM 0B11,141,ALGORITHM_TYPE,ERROR_COUNT
# Pass Error - Load Gate RIM 0B11,141,ERROR_COUNT,5
# Pass Error - Load Gate RIM 0B11,141,THRESHOLD_DESCRIPTION,5/day for 2 consecutive days
# Pass Error - Load Gate RIM 0B11,141,THRESHOLDS_DAYS,2
# Pass Error - Load Gate RIM 0B11,141,THRESHOLD_DATA_DAYS,2
# Axis Z Up Failure SRM 0EBA,142,MODULE,SRM
# Axis Z Up Failure SRM 0EBA,142,ERROR_CODE_VALUE,0EBA
# Axis Z Up Failure SRM 0EBA,142,IHN_LEVEL3_DESC,Axis Z Up Failure SRM 0EBA
# Axis Z Up Failure SRM 0EBA,142,ALGORITHM_TYPE,ERROR_COUNT
# Axis Z Up Failure SRM 0EBA,142,ERROR_COUNT,4
# Axis Z Up Failure SRM 0EBA,142,THRESHOLD_DESCRIPTION,4/day for 2 consecutive days
# Axis Z Up Failure SRM 0EBA,142,THRESHOLDS_DAYS,2
# Axis Z Up Failure SRM 0EBA,142,THRESHOLD_DATA_DAYS,2
# Too Many Sample ID Mismatches ALL SC05F,143,MODULE,ALL
# Too Many Sample ID Mismatches ALL SC05F,143,ERROR_CODE_VALUE,SC05F
# Too Many Sample ID Mismatches ALL SC05F,143,IHN_LEVEL3_DESC,Too Many Sample ID Mismatches ALL SC05F
# Too Many Sample ID Mismatches ALL SC05F,143,ALGORITHM_TYPE,ERROR_COUNT
# Too Many Sample ID Mismatches ALL SC05F,143,ERROR_COUNT,1
# Too Many Sample ID Mismatches ALL SC05F,143,THRESHOLD_DESCRIPTION,1/day for 2 consecutive days
# Too Many Sample ID Mismatches ALL SC05F,143,THRESHOLDS_DAYS,2
# Too Many Sample ID Mismatches ALL SC05F,143,THRESHOLD_DATA_DAYS,2
# Sample Tube Lost SRM 0ED4,144,MODULE,SRM
# Sample Tube Lost SRM 0ED4,144,ERROR_CODE_VALUE,0ED4
# Sample Tube Lost SRM 0ED4,144,IHN_LEVEL3_DESC,Sample Tube Lost SRM 0ED4
# Sample Tube Lost SRM 0ED4,144,ALGORITHM_TYPE,ERROR_COUNT
# Sample Tube Lost SRM 0ED4,144,ERROR_COUNT,2
# Sample Tube Lost SRM 0ED4,144,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Sample Tube Lost SRM 0ED4,144,THRESHOLDS_DAYS,2
# Sample Tube Lost SRM 0ED4,144,THRESHOLD_DATA_DAYS,2
# Rack In Failure SRM 0F82,145,MODULE,SRM
# Rack In Failure SRM 0F82,145,ERROR_CODE_VALUE,0F82
# Rack In Failure SRM 0F82,145,IHN_LEVEL3_DESC,Rack In Failure SRM 0F82
# Rack In Failure SRM 0F82,145,ALGORITHM_TYPE,ERROR_COUNT
# Rack In Failure SRM 0F82,145,ERROR_COUNT,1
# Rack In Failure SRM 0F82,145,THRESHOLD_DESCRIPTION,1/day for 2 consecutive days
# Rack In Failure SRM 0F82,145,THRESHOLDS_DAYS,2
# Rack In Failure SRM 0F82,145,THRESHOLD_DATA_DAYS,2
# Pass Error - Barcode Reader Gate RIM 0B12,146,MODULE,RIM
# Pass Error - Barcode Reader Gate RIM 0B12,146,ERROR_CODE_VALUE,0B12
# Pass Error - Barcode Reader Gate RIM 0B12,146,IHN_LEVEL3_DESC,Pass Error - Barcode Reader Gate RIM 0B12
# Pass Error - Barcode Reader Gate RIM 0B12,146,ALGORITHM_TYPE,ERROR_COUNT
# Pass Error - Barcode Reader Gate RIM 0B12,146,ERROR_COUNT,5
# Pass Error - Barcode Reader Gate RIM 0B12,146,THRESHOLD_DESCRIPTION,5/day for 2 consecutive days
# Pass Error - Barcode Reader Gate RIM 0B12,146,THRESHOLDS_DAYS,2
# Pass Error - Barcode Reader Gate RIM 0B12,146,THRESHOLD_DATA_DAYS,2
# Carrier Runaway - Unload Gate ROM 0DA5,147,MODULE,ROM
# Carrier Runaway - Unload Gate ROM 0DA5,147,ERROR_CODE_VALUE,0DA5
# Carrier Runaway - Unload Gate ROM 0DA5,147,IHN_LEVEL3_DESC,Carrier Runaway - Unload Gate ROM 0DA5
# Carrier Runaway - Unload Gate ROM 0DA5,147,ALGORITHM_TYPE,ERROR_COUNT
# Carrier Runaway - Unload Gate ROM 0DA5,147,ERROR_COUNT,10
# Carrier Runaway - Unload Gate ROM 0DA5,147,THRESHOLD_DESCRIPTION,10/day for 2 consecutive days
# Carrier Runaway - Unload Gate ROM 0DA5,147,THRESHOLDS_DAYS,2
# Carrier Runaway - Unload Gate ROM 0DA5,147,THRESHOLD_DATA_DAYS,2
# Moving Fault - Axis X IOM 0492,148,MODULE,IOM
# Moving Fault - Axis X IOM 0492,148,ERROR_CODE_VALUE,0492
# Moving Fault - Axis X IOM 0492,148,IHN_LEVEL3_DESC,Moving Fault - Axis X IOM 0492
# Moving Fault - Axis X IOM 0492,148,ALGORITHM_TYPE,ERROR_COUNT
# Moving Fault - Axis X IOM 0492,148,ERROR_COUNT,2
# Moving Fault - Axis X IOM 0492,148,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Moving Fault - Axis X IOM 0492,148,THRESHOLDS_DAYS,2
# Moving Fault - Axis X IOM 0492,148,THRESHOLD_DATA_DAYS,2
# Tube Gripper Open Fault During Sample Tube Picking CM 06B6,149,MODULE,CM
# Tube Gripper Open Fault During Sample Tube Picking CM 06B6,149,ERROR_CODE_VALUE,06B6
# Tube Gripper Open Fault During Sample Tube Picking CM 06B6,149,IHN_LEVEL3_DESC,Tube Gripper Open Fault During Sample Tube Picking CM 06B6
# Tube Gripper Open Fault During Sample Tube Picking CM 06B6,149,ALGORITHM_TYPE,ERROR_COUNT
# Tube Gripper Open Fault During Sample Tube Picking CM 06B6,149,ERROR_COUNT,2
# Tube Gripper Open Fault During Sample Tube Picking CM 06B6,149,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Tube Gripper Open Fault During Sample Tube Picking CM 06B6,149,THRESHOLDS_DAYS,2
# Tube Gripper Open Fault During Sample Tube Picking CM 06B6,149,THRESHOLD_DATA_DAYS,2
# Pass Error - Divert Gate ROM 0D16,150,MODULE,ROM
# Pass Error - Divert Gate ROM 0D16,150,ERROR_CODE_VALUE,0D16
# Pass Error - Divert Gate ROM 0D16,150,IHN_LEVEL3_DESC,Pass Error - Divert Gate ROM 0D16
# Pass Error - Divert Gate ROM 0D16,150,ALGORITHM_TYPE,ERROR_COUNT
# Pass Error - Divert Gate ROM 0D16,150,ERROR_COUNT,5
# Pass Error - Divert Gate ROM 0D16,150,THRESHOLD_DESCRIPTION,5/day for 2 consecutive days
# Pass Error - Divert Gate ROM 0D16,150,THRESHOLDS_DAYS,2
# Pass Error - Divert Gate ROM 0D16,150,THRESHOLD_DATA_DAYS,2
# Rack Out Failure SRM 0F83,151,MODULE,SRM
# Rack Out Failure SRM 0F83,151,ERROR_CODE_VALUE,0F83
# Rack Out Failure SRM 0F83,151,IHN_LEVEL3_DESC,Rack Out Failure SRM 0F83
# Rack Out Failure SRM 0F83,151,ALGORITHM_TYPE,ERROR_COUNT
# Rack Out Failure SRM 0F83,151,ERROR_COUNT,1
# Rack Out Failure SRM 0F83,151,THRESHOLD_DESCRIPTION,1/day for 2 consecutive days
# Rack Out Failure SRM 0F83,151,THRESHOLDS_DAYS,2
# Rack Out Failure SRM 0F83,151,THRESHOLD_DATA_DAYS,2
# Sample Presentation Error At Routine Gate ISR 503B,152,MODULE,ISR
# Sample Presentation Error At Routine Gate ISR 503B,152,ERROR_CODE_VALUE,503B
# Sample Presentation Error At Routine Gate ISR 503B,152,IHN_LEVEL3_DESC,Sample Presentation Error At Routine Gate ISR 503B
# Sample Presentation Error At Routine Gate ISR 503B,152,ALGORITHM_TYPE,ERROR_COUNT
# Sample Presentation Error At Routine Gate ISR 503B,152,ERROR_COUNT,1
# Sample Presentation Error At Routine Gate ISR 503B,152,THRESHOLD_DESCRIPTION,1/day
# Sample Presentation Error At Routine Gate ISR 503B,152,THRESHOLDS_DAYS,1
# Sample Presentation Error At Routine Gate ISR 503B,152,THRESHOLD_DATA_DAYS,1
# Sample Load Interrupted due to Carrier Runaway SRM 0E76,153,MODULE,SRM
# Sample Load Interrupted due to Carrier Runaway SRM 0E76,153,ERROR_CODE_VALUE,0E76
# Sample Load Interrupted due to Carrier Runaway SRM 0E76,153,IHN_LEVEL3_DESC,Sample Load Interrupted due to Carrier Runaway SRM 0E76
# Sample Load Interrupted due to Carrier Runaway SRM 0E76,153,ALGORITHM_TYPE,ERROR_COUNT
# Sample Load Interrupted due to Carrier Runaway SRM 0E76,153,ERROR_COUNT,10
# Sample Load Interrupted due to Carrier Runaway SRM 0E76,153,THRESHOLD_DESCRIPTION,10/day for 2 consecutive days
# Sample Load Interrupted due to Carrier Runaway SRM 0E76,153,THRESHOLDS_DAYS,2
# Sample Load Interrupted due to Carrier Runaway SRM 0E76,153,THRESHOLD_DATA_DAYS,2
# Pass Error - Load Gate ROM 0D17,154,MODULE,ROM
# Pass Error - Load Gate ROM 0D17,154,ERROR_CODE_VALUE,0D17
# Pass Error - Load Gate ROM 0D17,154,IHN_LEVEL3_DESC,Pass Error - Load Gate ROM 0D17
# Pass Error - Load Gate ROM 0D17,154,ALGORITHM_TYPE,ERROR_COUNT
# Pass Error - Load Gate ROM 0D17,154,ERROR_COUNT,5
# Pass Error - Load Gate ROM 0D17,154,THRESHOLD_DESCRIPTION,5/day for 2 consecutive days
# Pass Error - Load Gate ROM 0D17,154,THRESHOLDS_DAYS,2
# Pass Error - Load Gate ROM 0D17,154,THRESHOLD_DATA_DAYS,2
# Tube Gripper Open Fault During Sample Tube Placing CM 06B8,155,MODULE,CM
# Tube Gripper Open Fault During Sample Tube Placing CM 06B8,155,ERROR_CODE_VALUE,06B8
# Tube Gripper Open Fault During Sample Tube Placing CM 06B8,155,IHN_LEVEL3_DESC,Tube Gripper Open Fault During Sample Tube Placing CM 06B8
# Tube Gripper Open Fault During Sample Tube Placing CM 06B8,155,ALGORITHM_TYPE,ERROR_COUNT
# Tube Gripper Open Fault During Sample Tube Placing CM 06B8,155,ERROR_COUNT,2
# Tube Gripper Open Fault During Sample Tube Placing CM 06B8,155,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Tube Gripper Open Fault During Sample Tube Placing CM 06B8,155,THRESHOLDS_DAYS,2
# Tube Gripper Open Fault During Sample Tube Placing CM 06B8,155,THRESHOLD_DATA_DAYS,2
# Moving Fault - Axis X CM 0692,156,MODULE,CM
# Moving Fault - Axis X CM 0692,156,ERROR_CODE_VALUE,0692
# Moving Fault - Axis X CM 0692,156,IHN_LEVEL3_DESC,Moving Fault - Axis X CM 0692
# Moving Fault - Axis X CM 0692,156,ALGORITHM_TYPE,ERROR_COUNT
# Moving Fault - Axis X CM 0692,156,ERROR_COUNT,2
# Moving Fault - Axis X CM 0692,156,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Moving Fault - Axis X CM 0692,156,THRESHOLDS_DAYS,2
