SQL Statement which produced this data:
  -- select * from SVC_PHM_OWNER.PHM_ALGORITHM_DEFINITIONS where algorithm_name like '%3600%'
  -- 
  -- A3600 algorithms have vn_ALG_NUM = 1040
  --
  -- CURSOR ALL_THRESHOLDS (vn_ALG_NUM    NUMBER)
  -- IS
  
  --     select 
  --         phm_patterns_sk phm_thresholds_sk,
  --         case when threshold_number is null 
  --              then 
  --                  9999
  --              else 
  --                  to_number (threshold_number)
  --              end threshold_number,
  --         case when threshold_number_unit is null 
  --              then 
  --                  9999
  --              else 
  --                  to_number (threshold_number_unit)
  --              end threshold_number_unit,
  --         threshold_number_desc,
  --         phm_patterns_sk phm_patterns_sk,
  --         phm_thresholds_sk as thresholds_sk_val,
  --         pattern_description,
  --         threshold_alert,
  --         algorithm_type as algorithm_type,
  --         case when threshold_data_days is null 
  --         then 
  --             9999
  --         else 
  --             to_number (threshold_data_days)
  --         end threshold_data_days,
  --         case when module_type = 'ALL' 
  --              then 
  --                  '%' 
  --              else 
  --                  module_type 
  --              end module_type
  --     from (
          select 
              tp.phm_patterns_sk,
              p.pattern_name as pattern_name,
              thr.phm_thresholds_sk,
              ihn.issue_description,
              tp.parameter_name,
              tp.parameter_values
          from 
              phm_threshold_parameter tp,
              phm_patterns p,
              (
                  select 
                      phm_patterns_sk, 
                      issue_description
                  from 
                      phm_algorithm_ihns pai
                  where 
                      pai.phm_algorithm_definitions_sk = 1040 -- vn_alg_num
              ) ihn,
              (
                  select 
                      phm_patterns_sk, 
                      phm_thresholds_sk
                  from 
                      phm_thresholds pt
                  where 
                      pt.phm_algorithm_definitions_sk = 1040 -- vn_alg_num
              ) thr
          where     
              tp.phm_patterns_sk = p.phm_patterns_sk
          and 
              nvl (tp.delete_flag, 'N') <> 'Y'
          and 
              tp.phm_d_algorithm_definitions_sk = 1040 -- vn_alg_num
          and 
              p.phm_patterns_sk = ihn.phm_patterns_sk
          and 
              p.phm_patterns_sk = thr.phm_patterns_sk
  --     ) pivot ( 
  --         max ( parameter_values )
  --         for 
  --             parameter_name
  --         in (
  --             'ALGORITHM_TYPE' as algorithm_type,
  --             'ERROR_CODE_VALUE' as pattern_description,
  --             'ERROR_COUNT' as threshold_number,
  --             'IHN_LEVEL3_DESC' as threshold_alert,
  --             'THRESHOLD_DATA_DAYS' as threshold_data_days,
  --             'THRESHOLDS_DAYS' as threshold_number_unit,
  --             'THRESHOLD_DESCRIPTION' as threshold_number_desc,
  --             'MODULE' as module_type
  --         )
  --     )
  --     order by 
  --         algorithm_type, 
  --         pattern_name;

PHM_PATTERNS_SK,PATTERN_NAME,PHM_THRESHOLDS_SK,ISSUE_DESCRIPTION,PARAMETER_NAME,PARAMETER_VALUES
125,"Carrier Run Away from Return Gate ISR 5006",130,,"ERROR_CODE_VALUE","5006"
125,"Carrier Run Away from Return Gate ISR 5006",130,,"MODULE","ISR"
125,"Carrier Run Away from Return Gate ISR 5006",130,,"ERROR_COUNT","5"
125,"Carrier Run Away from Return Gate ISR 5006",130,,"THRESHOLD_DATA_DAYS","2"
125,"Carrier Run Away from Return Gate ISR 5006",130,,"THRESHOLDS_DAYS","2"
125,"Carrier Run Away from Return Gate ISR 5006",130,,"THRESHOLD_DESCRIPTION","5/day for 2 consecutive days"
125,"Carrier Run Away from Return Gate ISR 5006",130,,"ALGORITHM_TYPE","ERROR_COUNT"
125,"Carrier Run Away from Return Gate ISR 5006",130,,"IHN_LEVEL3_DESC","Carrier Run Away from Return Gate ISR 5006"
128,"Carrier Run Away from Routine Gate ISR 5005",131,,"ERROR_CODE_VALUE","5005"
128,"Carrier Run Away from Routine Gate ISR 5005",131,,"MODULE","ISR"
128,"Carrier Run Away from Routine Gate ISR 5005",131,,"ERROR_COUNT","1"
128,"Carrier Run Away from Routine Gate ISR 5005",131,,"THRESHOLD_DATA_DAYS","1"
128,"Carrier Run Away from Routine Gate ISR 5005",131,,"THRESHOLDS_DAYS","1"
128,"Carrier Run Away from Routine Gate ISR 5005",131,,"THRESHOLD_DESCRIPTION","1/day"
128,"Carrier Run Away from Routine Gate ISR 5005",131,,"ALGORITHM_TYPE","ERROR_COUNT"
128,"Carrier Run Away from Routine Gate ISR 5005",131,,"IHN_LEVEL3_DESC","Carrier Run Away from Routine Gate ISR 5005"
134,"Carrier Run Away from Routine Input Gate ISR 5008",134,,"ERROR_CODE_VALUE","5008"
134,"Carrier Run Away from Routine Input Gate ISR 5008",134,,"MODULE","ISR"
134,"Carrier Run Away from Routine Input Gate ISR 5008",134,,"ERROR_COUNT","5"
134,"Carrier Run Away from Routine Input Gate ISR 5008",134,,"THRESHOLD_DATA_DAYS","2"
134,"Carrier Run Away from Routine Input Gate ISR 5008",134,,"THRESHOLDS_DAYS","2"
134,"Carrier Run Away from Routine Input Gate ISR 5008",134,,"THRESHOLD_DESCRIPTION","5/day for 2 consecutive days"
134,"Carrier Run Away from Routine Input Gate ISR 5008",134,,"ALGORITHM_TYPE","ERROR_COUNT"
134,"Carrier Run Away from Routine Input Gate ISR 5008",134,,"IHN_LEVEL3_DESC","Carrier Run Away from Routine Input Gate ISR 5008"
140,"Carrier Run Away from STAT Gate ISR 5004",137,,"ERROR_CODE_VALUE","5004"
140,"Carrier Run Away from STAT Gate ISR 5004",137,,"MODULE","ISR"
140,"Carrier Run Away from STAT Gate ISR 5004",137,,"ERROR_COUNT","1"
140,"Carrier Run Away from STAT Gate ISR 5004",137,,"THRESHOLD_DATA_DAYS","1"
140,"Carrier Run Away from STAT Gate ISR 5004",137,,"THRESHOLDS_DAYS","1"
140,"Carrier Run Away from STAT Gate ISR 5004",137,,"THRESHOLD_DESCRIPTION","1/day"
140,"Carrier Run Away from STAT Gate ISR 5004",137,,"ALGORITHM_TYPE","ERROR_COUNT"
140,"Carrier Run Away from STAT Gate ISR 5004",137,,"IHN_LEVEL3_DESC","Carrier Run Away from STAT Gate ISR 5004"
228,"Carrier Run Away IOM 8018",144,,"ERROR_CODE_VALUE","8018"
228,"Carrier Run Away IOM 8018",144,,"MODULE","IOM"
228,"Carrier Run Away IOM 8018",144,,"ERROR_COUNT","10"
228,"Carrier Run Away IOM 8018",144,,"THRESHOLD_DATA_DAYS","2"
228,"Carrier Run Away IOM 8018",144,,"THRESHOLDS_DAYS","2"
228,"Carrier Run Away IOM 8018",144,,"THRESHOLD_DESCRIPTION","10/day for 2 consecutive days"
228,"Carrier Run Away IOM 8018",144,,"ALGORITHM_TYPE","ERROR_COUNT"
228,"Carrier Run Away IOM 8018",144,,"IHN_LEVEL3_DESC","Carrier Run Away IOM 8018"
133,"Carrier Runaway - Divert Gate ROM 0D1B",101,,"ERROR_CODE_VALUE","0D1B"
133,"Carrier Runaway - Divert Gate ROM 0D1B",101,,"MODULE","ROM"
133,"Carrier Runaway - Divert Gate ROM 0D1B",101,,"ERROR_COUNT","10"
133,"Carrier Runaway - Divert Gate ROM 0D1B",101,,"THRESHOLD_DATA_DAYS","2"
133,"Carrier Runaway - Divert Gate ROM 0D1B",101,,"THRESHOLDS_DAYS","2"
133,"Carrier Runaway - Divert Gate ROM 0D1B",101,,"THRESHOLD_DESCRIPTION","10/day for 2 consecutive days"
133,"Carrier Runaway - Divert Gate ROM 0D1B",101,,"ALGORITHM_TYPE","ERROR_COUNT"
133,"Carrier Runaway - Divert Gate ROM 0D1B",101,,"IHN_LEVEL3_DESC","Carrier Runaway - Divert Gate ROM 0D1B"
98,"Carrier Runaway - Load Gate RIM 0B02",91,,"ERROR_CODE_VALUE","0B02"
98,"Carrier Runaway - Load Gate RIM 0B02",91,,"MODULE","RIM"
98,"Carrier Runaway - Load Gate RIM 0B02",91,,"ERROR_COUNT","10"
98,"Carrier Runaway - Load Gate RIM 0B02",91,,"THRESHOLD_DATA_DAYS","2"
98,"Carrier Runaway - Load Gate RIM 0B02",91,,"THRESHOLDS_DAYS","2"
98,"Carrier Runaway - Load Gate RIM 0B02",91,,"THRESHOLD_DESCRIPTION","10/day for 2 consecutive days"
98,"Carrier Runaway - Load Gate RIM 0B02",91,,"ALGORITHM_TYPE","ERROR_COUNT"
98,"Carrier Runaway - Load Gate RIM 0B02",91,,"IHN_LEVEL3_DESC","Carrier Runaway - Load Gate RIM 0B02"
104,"Carrier Runaway - Load Gate RIM 0BA6",93,,"ERROR_CODE_VALUE","0BA6"
104,"Carrier Runaway - Load Gate RIM 0BA6",93,,"MODULE","RIM"
104,"Carrier Runaway - Load Gate RIM 0BA6",93,,"ERROR_COUNT","10"
104,"Carrier Runaway - Load Gate RIM 0BA6",93,,"THRESHOLD_DATA_DAYS","2"
104,"Carrier Runaway - Load Gate RIM 0BA6",93,,"THRESHOLDS_DAYS","2"
104,"Carrier Runaway - Load Gate RIM 0BA6",93,,"THRESHOLD_DESCRIPTION","10/day for 2 consecutive days"
104,"Carrier Runaway - Load Gate RIM 0BA6",93,,"ALGORITHM_TYPE","ERROR_COUNT"
104,"Carrier Runaway - Load Gate RIM 0BA6",93,,"IHN_LEVEL3_DESC","Carrier Runaway - Load Gate RIM 0BA6"
139,"Carrier Runaway - Unload Gate ROM 0D1C",105,,"ERROR_CODE_VALUE","0D1C"
139,"Carrier Runaway - Unload Gate ROM 0D1C",105,,"MODULE","SRM"
139,"Carrier Runaway - Unload Gate ROM 0D1C",105,,"ERROR_COUNT","10"
139,"Carrier Runaway - Unload Gate ROM 0D1C",105,,"THRESHOLD_DATA_DAYS","2"
139,"Carrier Runaway - Unload Gate ROM 0D1C",105,,"THRESHOLDS_DAYS","2"
139,"Carrier Runaway - Unload Gate ROM 0D1C",105,,"THRESHOLD_DESCRIPTION","10/day for 2 consecutive days"
139,"Carrier Runaway - Unload Gate ROM 0D1C",105,,"ALGORITHM_TYPE","ERROR_COUNT"
139,"Carrier Runaway - Unload Gate ROM 0D1C",105,,"IHN_LEVEL3_DESC","Carrier Runaway - Unload Gate ROM 0D1C"
147,"Carrier Runaway - Unload Gate ROM 0DA5",107,,"ERROR_CODE_VALUE","0DA5"
147,"Carrier Runaway - Unload Gate ROM 0DA5",107,,"MODULE","ROM"
147,"Carrier Runaway - Unload Gate ROM 0DA5",107,,"ERROR_COUNT","10"
147,"Carrier Runaway - Unload Gate ROM 0DA5",107,,"THRESHOLD_DATA_DAYS","2"
147,"Carrier Runaway - Unload Gate ROM 0DA5",107,,"THRESHOLDS_DAYS","2"
147,"Carrier Runaway - Unload Gate ROM 0DA5",107,,"THRESHOLD_DESCRIPTION","10/day for 2 consecutive days"
147,"Carrier Runaway - Unload Gate ROM 0DA5",107,,"ALGORITHM_TYPE","ERROR_COUNT"
147,"Carrier Runaway - Unload Gate ROM 0DA5",107,,"IHN_LEVEL3_DESC","Carrier Runaway - Unload Gate ROM 0DA5"
174,"Carrier Runaway At Load Gate During Identification IOM 2AFF",122,,"ERROR_CODE_VALUE","2AFF"
174,"Carrier Runaway At Load Gate During Identification IOM 2AFF",122,,"MODULE","IOM"
174,"Carrier Runaway At Load Gate During Identification IOM 2AFF",122,,"ERROR_COUNT","10"
174,"Carrier Runaway At Load Gate During Identification IOM 2AFF",122,,"THRESHOLD_DATA_DAYS","2"
174,"Carrier Runaway At Load Gate During Identification IOM 2AFF",122,,"THRESHOLDS_DAYS","2"
174,"Carrier Runaway At Load Gate During Identification IOM 2AFF",122,,"THRESHOLD_DESCRIPTION","10/day for 2 consecutive days"
174,"Carrier Runaway At Load Gate During Identification IOM 2AFF",122,,"ALGORITHM_TYPE","ERROR_COUNT"
174,"Carrier Runaway At Load Gate During Identification IOM 2AFF",122,,"IHN_LEVEL3_DESC","Carrier Runaway At Load Gate During Identification IOM 2AFF"
118,"Carrier Runaway At Load Gate During Identification RIM 0BFF",97,,"ERROR_CODE_VALUE","0BFF"
118,"Carrier Runaway At Load Gate During Identification RIM 0BFF",97,,"MODULE","RIM"
118,"Carrier Runaway At Load Gate During Identification RIM 0BFF",97,,"ERROR_COUNT","10"
118,"Carrier Runaway At Load Gate During Identification RIM 0BFF",97,,"THRESHOLD_DATA_DAYS","2"
118,"Carrier Runaway At Load Gate During Identification RIM 0BFF",97,,"THRESHOLDS_DAYS","2"
118,"Carrier Runaway At Load Gate During Identification RIM 0BFF",97,,"THRESHOLD_DESCRIPTION","10/day for 2 consecutive days"
118,"Carrier Runaway At Load Gate During Identification RIM 0BFF",97,,"ALGORITHM_TYPE","ERROR_COUNT"
118,"Carrier Runaway At Load Gate During Identification RIM 0BFF",97,,"IHN_LEVEL3_DESC","Carrier Runaway At Load Gate During Identification RIM 0BFF"
92,"Carrier Runaway From Load Gate CM 06FD",84,,"ERROR_CODE_VALUE","06FD"
92,"Carrier Runaway From Load Gate CM 06FD",84,,"MODULE","CM"
92,"Carrier Runaway From Load Gate CM 06FD",84,,"ERROR_COUNT","10"
92,"Carrier Runaway From Load Gate CM 06FD",84,,"THRESHOLD_DATA_DAYS","2"
92,"Carrier Runaway From Load Gate CM 06FD",84,,"THRESHOLDS_DAYS","2"
92,"Carrier Runaway From Load Gate CM 06FD",84,,"THRESHOLD_DESCRIPTION","10/day for 2 consecutive days"
92,"Carrier Runaway From Load Gate CM 06FD",84,,"ALGORITHM_TYPE","ERROR_COUNT"
92,"Carrier Runaway From Load Gate CM 06FD",84,,"IHN_LEVEL3_DESC","Carrier Runaway From Load Gate CM 06FD"
83,"Carrier Runaway From Load Gate IOM 04E2",81,,"ERROR_CODE_VALUE","04E2"
83,"Carrier Runaway From Load Gate IOM 04E2",81,,"MODULE","IOM"
83,"Carrier Runaway From Load Gate IOM 04E2",81,,"ERROR_COUNT","10"
83,"Carrier Runaway From Load Gate IOM 04E2",81,,"THRESHOLD_DATA_DAYS","2"
83,"Carrier Runaway From Load Gate IOM 04E2",81,,"THRESHOLDS_DAYS","2"
83,"Carrier Runaway From Load Gate IOM 04E2",81,,"THRESHOLD_DESCRIPTION","10/day for 2 consecutive days"
83,"Carrier Runaway From Load Gate IOM 04E2",81,,"ALGORITHM_TYPE","ERROR_COUNT"
83,"Carrier Runaway From Load Gate IOM 04E2",81,,"IHN_LEVEL3_DESC","Carrier Runaway From Load Gate IOM 04E2"
168,"Carrier Runaway From Load Gate SRM 0FF8",120,,"ERROR_CODE_VALUE","0FF8"
168,"Carrier Runaway From Load Gate SRM 0FF8",120,,"MODULE","SRM"
168,"Carrier Runaway From Load Gate SRM 0FF8",120,,"ERROR_COUNT","10"
168,"Carrier Runaway From Load Gate SRM 0FF8",120,,"THRESHOLD_DATA_DAYS","2"
168,"Carrier Runaway From Load Gate SRM 0FF8",120,,"THRESHOLDS_DAYS","2"
168,"Carrier Runaway From Load Gate SRM 0FF8",120,,"THRESHOLD_DESCRIPTION","10/day for 2 consecutive days"
168,"Carrier Runaway From Load Gate SRM 0FF8",120,,"ALGORITHM_TYPE","ERROR_COUNT"
168,"Carrier Runaway From Load Gate SRM 0FF8",120,,"IHN_LEVEL3_DESC","Carrier Runaway From Load Gate SRM 0FF8"
88,"Carrier Runaway From Unload Gate IOM 04F8",83,,"ERROR_CODE_VALUE","04F8"
88,"Carrier Runaway From Unload Gate IOM 04F8",83,,"MODULE","IOM"
88,"Carrier Runaway From Unload Gate IOM 04F8",83,,"ERROR_COUNT","10"
88,"Carrier Runaway From Unload Gate IOM 04F8",83,,"THRESHOLD_DATA_DAYS","2"
88,"Carrier Runaway From Unload Gate IOM 04F8",83,,"THRESHOLDS_DAYS","2"
88,"Carrier Runaway From Unload Gate IOM 04F8",83,,"THRESHOLD_DESCRIPTION","10/day for 2 consecutive days"
88,"Carrier Runaway From Unload Gate IOM 04F8",83,,"ALGORITHM_TYPE","ERROR_COUNT"
88,"Carrier Runaway From Unload Gate IOM 04F8",83,,"IHN_LEVEL3_DESC","Carrier Runaway From Unload Gate IOM 04F8"
162,"Carrier Runaway from Unload Gate SRM 0ED7",116,,"ERROR_CODE_VALUE","0ED7"
162,"Carrier Runaway from Unload Gate SRM 0ED7",116,,"MODULE","SRM"
162,"Carrier Runaway from Unload Gate SRM 0ED7",116,,"ERROR_COUNT","10"
162,"Carrier Runaway from Unload Gate SRM 0ED7",116,,"THRESHOLD_DATA_DAYS","2"
162,"Carrier Runaway from Unload Gate SRM 0ED7",116,,"THRESHOLDS_DAYS","2"
162,"Carrier Runaway from Unload Gate SRM 0ED7",116,,"THRESHOLD_DESCRIPTION","10/day for 2 consecutive days"
162,"Carrier Runaway from Unload Gate SRM 0ED7",116,,"ALGORITHM_TYPE","ERROR_COUNT"
162,"Carrier Runaway from Unload Gate SRM 0ED7",116,,"IHN_LEVEL3_DESC","Carrier Runaway from Unload Gate SRM 0ED7"
232,"Conveyor Move Error SRM 1E8B",147,,"ERROR_CODE_VALUE","1E8B"
232,"Conveyor Move Error SRM 1E8B",147,,"MODULE","SRM"
232,"Conveyor Move Error SRM 1E8B",147,,"ERROR_COUNT","1"
232,"Conveyor Move Error SRM 1E8B",147,,"THRESHOLD_DATA_DAYS","2"
232,"Conveyor Move Error SRM 1E8B",147,,"THRESHOLDS_DAYS","2"
232,"Conveyor Move Error SRM 1E8B",147,,"THRESHOLD_DESCRIPTION","1/day for 2 consecutive days"
232,"Conveyor Move Error SRM 1E8B",147,,"ALGORITHM_TYPE","ERROR_COUNT"
232,"Conveyor Move Error SRM 1E8B",147,,"IHN_LEVEL3_DESC","Conveyor Move Error SRM 1E8B"
202,"Empty Carrier Run Away CM 0675",129,,"ERROR_CODE_VALUE","0675"
202,"Empty Carrier Run Away CM 0675",129,,"MODULE","CM"
202,"Empty Carrier Run Away CM 0675",129,,"ERROR_COUNT","10"
202,"Empty Carrier Run Away CM 0675",129,,"THRESHOLD_DATA_DAYS","2"
202,"Empty Carrier Run Away CM 0675",129,,"THRESHOLDS_DAYS","2"
202,"Empty Carrier Run Away CM 0675",129,,"THRESHOLD_DESCRIPTION","10/day for 2 consecutive days"
202,"Empty Carrier Run Away CM 0675",129,,"ALGORITHM_TYPE","ERROR_COUNT"
202,"Empty Carrier Run Away CM 0675",129,,"IHN_LEVEL3_DESC","Empty Carrier Run Away CM 0675"
208,"Empty Carrier Run Away CM 06D5",132,,"ERROR_CODE_VALUE","06D5"
208,"Empty Carrier Run Away CM 06D5",132,,"MODULE","CM"
208,"Empty Carrier Run Away CM 06D5",132,,"ERROR_COUNT","10"
208,"Empty Carrier Run Away CM 06D5",132,,"THRESHOLD_DATA_DAYS","2"
208,"Empty Carrier Run Away CM 06D5",132,,"THRESHOLDS_DAYS","2"
208,"Empty Carrier Run Away CM 06D5",132,,"THRESHOLD_DESCRIPTION","10/day for 2 consecutive days"
208,"Empty Carrier Run Away CM 06D5",132,,"ALGORITHM_TYPE","ERROR_COUNT"
208,"Empty Carrier Run Away CM 06D5",132,,"IHN_LEVEL3_DESC","Empty Carrier Run Away CM 06D5"
222,"Empty Carrier Run Away SRM 0ED5",140,,"ERROR_CODE_VALUE","0ED5"
222,"Empty Carrier Run Away SRM 0ED5",140,,"MODULE","SRM"
222,"Empty Carrier Run Away SRM 0ED5",140,,"ERROR_COUNT","10"
222,"Empty Carrier Run Away SRM 0ED5",140,,"THRESHOLD_DATA_DAYS","2"
222,"Empty Carrier Run Away SRM 0ED5",140,,"THRESHOLDS_DAYS","2"
222,"Empty Carrier Run Away SRM 0ED5",140,,"THRESHOLD_DESCRIPTION","10/day for 2 consecutive days"
222,"Empty Carrier Run Away SRM 0ED5",140,,"ALGORITHM_TYPE","ERROR_COUNT"
222,"Empty Carrier Run Away SRM 0ED5",140,,"IHN_LEVEL3_DESC","Empty Carrier Run Away SRM 0ED5"
182,"Foil Lost SM 9097",160,,"ERROR_CODE_VALUE","9097"
182,"Foil Lost SM 9097",160,,"MODULE","SM"
182,"Foil Lost SM 9097",160,,"ERROR_COUNT","2"
182,"Foil Lost SM 9097",160,,"THRESHOLD_DATA_DAYS","2"
182,"Foil Lost SM 9097",160,,"THRESHOLDS_DAYS","2"
182,"Foil Lost SM 9097",160,,"THRESHOLD_DESCRIPTION","2/day for 2 consecutive days"
182,"Foil Lost SM 9097",160,,"ALGORITHM_TYPE","ERROR_COUNT"
182,"Foil Lost SM 9097",160,,"IHN_LEVEL3_DESC","Foil Lost SM 9097"
234,"Gripper Initialization Failure IOM 04D6",217,,"ERROR_CODE_VALUE","04D6"
234,"Gripper Initialization Failure IOM 04D6",217,,"MODULE","IOM"
234,"Gripper Initialization Failure IOM 04D6",217,,"ERROR_COUNT","2"
234,"Gripper Initialization Failure IOM 04D6",217,,"THRESHOLD_DATA_DAYS","2"
234,"Gripper Initialization Failure IOM 04D6",217,,"THRESHOLDS_DAYS","2"
234,"Gripper Initialization Failure IOM 04D6",217,,"THRESHOLD_DESCRIPTION","2/day for 2 consecutive days"
234,"Gripper Initialization Failure IOM 04D6",217,,"ALGORITHM_TYPE","ERROR_COUNT"
234,"Gripper Initialization Failure IOM 04D6",217,,"IHN_LEVEL3_DESC","Gripper Initialization Failure IOM 04D6"
211,"Gripper Open Failure AQM E0B4",196,,"ERROR_CODE_VALUE","E0B4"
211,"Gripper Open Failure AQM E0B4",196,,"MODULE","AQM"
211,"Gripper Open Failure AQM E0B4",196,,"ERROR_COUNT","2"
211,"Gripper Open Failure AQM E0B4",196,,"THRESHOLD_DATA_DAYS","2"
211,"Gripper Open Failure AQM E0B4",196,,"THRESHOLDS_DAYS","2"
211,"Gripper Open Failure AQM E0B4",196,,"THRESHOLD_DESCRIPTION","2/day for 2 consecutive days"
211,"Gripper Open Failure AQM E0B4",196,,"ALGORITHM_TYPE","ERROR_COUNT"
211,"Gripper Open Failure AQM E0B4",196,,"IHN_LEVEL3_DESC","Gripper Open Failure AQM E0B4"
244,"Gripper Open Fault During Sample Tube Loading RIM 0BA3",227,,"ERROR_CODE_VALUE","0BA3"
244,"Gripper Open Fault During Sample Tube Loading RIM 0BA3",227,,"MODULE","RIM"
244,"Gripper Open Fault During Sample Tube Loading RIM 0BA3",227,,"ERROR_COUNT","2"
244,"Gripper Open Fault During Sample Tube Loading RIM 0BA3",227,,"THRESHOLD_DATA_DAYS","2"
244,"Gripper Open Fault During Sample Tube Loading RIM 0BA3",227,,"THRESHOLDS_DAYS","2"
244,"Gripper Open Fault During Sample Tube Loading RIM 0BA3",227,,"THRESHOLD_DESCRIPTION","2/day for 2 consecutive days"
244,"Gripper Open Fault During Sample Tube Loading RIM 0BA3",227,,"ALGORITHM_TYPE","ERROR_COUNT"
244,"Gripper Open Fault During Sample Tube Loading RIM 0BA3",227,,"IHN_LEVEL3_DESC","Gripper Open Fault During Sample Tube Loading RIM 0BA3"
246,"Gripper Open Fault During Sample Tube Picking IOM 04B6",228,,"ERROR_CODE_VALUE","04B6"
246,"Gripper Open Fault During Sample Tube Picking IOM 04B6",228,,"MODULE","IOM"
246,"Gripper Open Fault During Sample Tube Picking IOM 04B6",228,,"ERROR_COUNT","2"
246,"Gripper Open Fault During Sample Tube Picking IOM 04B6",228,,"THRESHOLD_DATA_DAYS","2"
246,"Gripper Open Fault During Sample Tube Picking IOM 04B6",228,,"THRESHOLDS_DAYS","2"
246,"Gripper Open Fault During Sample Tube Picking IOM 04B6",228,,"THRESHOLD_DESCRIPTION","2/day for 2 consecutive days"
246,"Gripper Open Fault During Sample Tube Picking IOM 04B6",228,,"ALGORITHM_TYPE","ERROR_COUNT"
246,"Gripper Open Fault During Sample Tube Picking IOM 04B6",228,,"IHN_LEVEL3_DESC","Gripper Open Fault During Sample Tube Picking IOM 04B6"
249,"Gripper Open Fault During Sample Tube Picking RIM 0BA2",229,,"ERROR_CODE_VALUE","0BA2"
249,"Gripper Open Fault During Sample Tube Picking RIM 0BA2",229,,"MODULE","RIM"
249,"Gripper Open Fault During Sample Tube Picking RIM 0BA2",229,,"ERROR_COUNT","2"
249,"Gripper Open Fault During Sample Tube Picking RIM 0BA2",229,,"THRESHOLD_DATA_DAYS","2"
249,"Gripper Open Fault During Sample Tube Picking RIM 0BA2",229,,"THRESHOLDS_DAYS","2"
249,"Gripper Open Fault During Sample Tube Picking RIM 0BA2",229,,"THRESHOLD_DESCRIPTION","2/day for 2 consecutive days"
249,"Gripper Open Fault During Sample Tube Picking RIM 0BA2",229,,"ALGORITHM_TYPE","ERROR_COUNT"
249,"Gripper Open Fault During Sample Tube Picking RIM 0BA2",229,,"IHN_LEVEL3_DESC","Gripper Open Fault During Sample Tube Picking RIM 0BA2"
250,"Gripper Open Fault During Sample Tube Picking ROM 0D9E",232,,"ERROR_CODE_VALUE","0D9E"
250,"Gripper Open Fault During Sample Tube Picking ROM 0D9E",232,,"MODULE","ROM"
250,"Gripper Open Fault During Sample Tube Picking ROM 0D9E",232,,"ERROR_COUNT","2"
250,"Gripper Open Fault During Sample Tube Picking ROM 0D9E",232,,"THRESHOLD_DATA_DAYS","2"
250,"Gripper Open Fault During Sample Tube Picking ROM 0D9E",232,,"THRESHOLDS_DAYS","2"
250,"Gripper Open Fault During Sample Tube Picking ROM 0D9E",232,,"THRESHOLD_DESCRIPTION","2/day for 2 consecutive days"
250,"Gripper Open Fault During Sample Tube Picking ROM 0D9E",232,,"ALGORITHM_TYPE","ERROR_COUNT"
250,"Gripper Open Fault During Sample Tube Picking ROM 0D9E",232,,"IHN_LEVEL3_DESC","Gripper Open Fault During Sample Tube Picking ROM 0D9E"
108,"Gripper Open Fault During Sample Tube Picking SRM 0EB6",119,,"ERROR_CODE_VALUE","0EB6"
108,"Gripper Open Fault During Sample Tube Picking SRM 0EB6",119,,"MODULE","SRM"
108,"Gripper Open Fault During Sample Tube Picking SRM 0EB6",119,,"ERROR_COUNT","2"
108,"Gripper Open Fault During Sample Tube Picking SRM 0EB6",119,,"THRESHOLD_DATA_DAYS","2"
108,"Gripper Open Fault During Sample Tube Picking SRM 0EB6",119,,"THRESHOLDS_DAYS","2"
108,"Gripper Open Fault During Sample Tube Picking SRM 0EB6",119,,"THRESHOLD_DESCRIPTION","2/day for 2 consecutive days"
108,"Gripper Open Fault During Sample Tube Picking SRM 0EB6",119,,"ALGORITHM_TYPE","ERROR_COUNT"
108,"Gripper Open Fault During Sample Tube Picking SRM 0EB6",119,,"IHN_LEVEL3_DESC","Gripper Open Fault During Sample Tube Picking SRM 0EB6"
116,"Gripper Open Fault During Sample Tube Placing IOM 04B8",123,,"ERROR_CODE_VALUE","04B8"
116,"Gripper Open Fault During Sample Tube Placing IOM 04B8",123,,"MODULE","IOM"
116,"Gripper Open Fault During Sample Tube Placing IOM 04B8",123,,"ERROR_COUNT","2"
116,"Gripper Open Fault During Sample Tube Placing IOM 04B8",123,,"THRESHOLD_DATA_DAYS","2"
116,"Gripper Open Fault During Sample Tube Placing IOM 04B8",123,,"THRESHOLDS_DAYS","2"
116,"Gripper Open Fault During Sample Tube Placing IOM 04B8",123,,"THRESHOLD_DESCRIPTION","2/day for 2 consecutive days"
116,"Gripper Open Fault During Sample Tube Placing IOM 04B8",123,,"ALGORITHM_TYPE","ERROR_COUNT"
116,"Gripper Open Fault During Sample Tube Placing IOM 04B8",123,,"IHN_LEVEL3_DESC","Gripper Open Fault During Sample Tube Placing IOM 04B8"
122,"Gripper Open Fault During Sample Tube Placing SRM 0EB8",126,,"ERROR_CODE_VALUE","0EB8"
122,"Gripper Open Fault During Sample Tube Placing SRM 0EB8",126,,"MODULE","SRM"
122,"Gripper Open Fault During Sample Tube Placing SRM 0EB8",126,,"ERROR_COUNT","2"
122,"Gripper Open Fault During Sample Tube Placing SRM 0EB8",126,,"THRESHOLD_DATA_DAYS","2"
122,"Gripper Open Fault During Sample Tube Placing SRM 0EB8",126,,"THRESHOLDS_DAYS","2"
122,"Gripper Open Fault During Sample Tube Placing SRM 0EB8",126,,"THRESHOLD_DESCRIPTION","2/day for 2 consecutive days"
122,"Gripper Open Fault During Sample Tube Placing SRM 0EB8",126,,"ALGORITHM_TYPE","ERROR_COUNT"
