PHM_ALGORITHM_ROUTINE_SK,PHM_PATTERNS_SK,PHM_PRODUCT_ROUTINE_SK,PHM_REUSABLE_ROUTINE_SK,ROUTINE_TYPE,ROUTINE_NAME,ROUTINE_DESCRIPTION,RUN_MODE,ROUTINE_FILE_NAME,ROUTINE_INVOKE_COMMAND,MIME_TYPE,REQUEST_DEPLOY,LAST_DEPLOYED_DATE,REQUESTED_USER,PROCEDURE_SOURCE,DEPLOYED_USER,DEPLOYMENT_LOG,DEPLOYED_DATE,DEPLOYMENT_STATUS,LAST_DEPLOYMENT_STATUS,ENABLE_YN,DELETE_FLAG,APP_AUDITS_CREATE_USER,APP_AUDITS_CREATE_DATE,APP_AUDITS_MODIFY_USER,APP_AUDITS_MODIFY_DATE
6311,10116,,,,"Centrifuge Robot: Error 48: Arm Limp","Centrifuge Robot: Error 48: Arm Limp","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:57.000000 PM","SYS","1/13/2018 1:20:57.000000 PM"
6312,10117,,,,"Centrifuge Robot: Error 50: Tube Lost","Centrifuge Robot: Error 50: Tube Lost","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:57.000000 PM","SYS","1/13/2018 1:20:57.000000 PM"
6313,10118,,,,"Centrifuge Robot: Error 51: Object found in Gripper","Centrifuge Robot: Error 51: Object found in Gripper","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:57.000000 PM","SYS","1/13/2018 1:20:57.000000 PM"
6314,10119,,,,"Centrifuge Temperature Error","Centrifuge Temperature Error","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:57.000000 PM","SYS","1/13/2018 1:20:57.000000 PM"
6315,10120,,,,"Centrifuge: Error 28: Total Timeout Expired","Centrifuge: Error 28: Total Timeout Expired","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6316,10121,,,,"Decapper: Error 19: Grip/Release Cap Failure","Decapper: Error 19: Grip/Release Cap Failure","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6317,10122,,,,"Decapper: Error 20: Cap Drop Failure","Decapper: Error 20: Cap Drop Failure","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6318,10123,,,,"Decapper: Error 21: Head Up Failure","Decapper: Error 21: Head Up Failure","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6319,10124,,,,"Decapper: Error 22: Head Down Failure","Decapper: Error 22: Head Down Failure","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6320,10125,,,,"I/O Robot: Error 21: Moving Fault - Axis 1","I/O Robot: Error 21: Moving Fault - Axis 1","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6321,10126,,,,"I/O Robot: Error 22: Moving Fault - Axis 2","I/O Robot: Error 22: Moving Fault - Axis 2","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6322,10127,,,,"I/O Robot: Error 23: Moving Fault - Axis 3","I/O Robot: Error 23: Moving Fault - Axis 3","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6323,10128,,,,"I/O Robot: Error 34: Axis 1 Homing Fault","I/O Robot: Error 34: Axis 1 Homing Fault","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6324,10129,,,,"I/O Robot: Error 35: Axis 2 Homing Fault","I/O Robot: Error 35: Axis 2 Homing Fault","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6325,10130,,,,"I/O Robot: Error 36: Axis 3 Homing Fault","I/O Robot: Error 36: Axis 3 Homing Fault","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6326,10131,,,,"I/O Robot: Error 41: Gripper Open Fault","I/O Robot: Error 41: Gripper Open Fault","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6327,10132,,,,"I/O Robot: Error 42: Gripper Close Fault","I/O Robot: Error 42: Gripper Close Fault","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6328,10133,,,,"I/O Robot: Error 48: Arm Limp","I/O Robot: Error 48: Arm Limp","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6329,10134,,,,"I/O Robot: Error 50: Tube Lost","I/O Robot: Error 50: Tube Lost","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6330,10135,,,,"I/O Robot: Error 51: Object found in Gripper","I/O Robot: Error 51: Object found in Gripper","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6331,10136,,,,"LAS1: Error 101: Sample Presentation Error","LAS1: Error 101: Sample Presentation Error","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6332,10137,,,,"LAS1: Error 102: Sample Queue Error","LAS1: Error 102: Sample Queue Error","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6333,10138,,,,"LAS1: Error 103: Carrier Missing","LAS1: Error 103: Carrier Missing","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6334,10139,,,,"LAS1: Error 113: Carrier not in list","LAS1: Error 113: Carrier not in list","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6335,10140,,,,"LAS1: Error 205: Unreadable Barcode and ""Interface Module Unreadable Barcode - ??????""","LAS1: Error 205: Unreadable Barcode and ""Interface Module Unreadable Barcode - ??????""","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6336,10141,,,,"LAS1: Error 301: Carrier Did Not Pass - Pass Error","LAS1: Error 301: Carrier Did Not Pass - Pass Error","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6337,10142,,,,"LAS1: Error 302: Carrier Did Not Pass - Divert Error","LAS1: Error 302: Carrier Did Not Pass - Divert Error","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6338,10143,,,,"LAS1: Error 311: Entry Gate Pass Error","LAS1: Error 311: Entry Gate Pass Error","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6339,10144,,,,"LAS1: Error 312: BCR Pass Error","LAS1: Error 312: BCR Pass Error","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
7013,20025,5020,7640,"Oracle Procedure","APA_3350_STAT Pipettor at Sample Carrier","APA_3350_STAT Pipettor at Sample Carrier","Real Time",,"PHM_APA_IA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","KHANDMX5","Success","10/5/2018 2:12:01.000000 PM","Success",,"Y","N","SVC_PHM_CONNECT","3/29/2018 2:00:22.000000 PM","LIJX8","2/25/2019 8:44:25.000000 PM"
7030,20041,5020,7640,"Oracle Procedure","APA_3700_Wash Zone aspiration error for probe 3","APA_3700_Wash Zone aspiration error for probe 3","Real Time",,"PHM_APA_IA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","KHANDMX5","Success","10/5/2018 2:12:01.000000 PM","Success",,"Y","N","SVC_PHM_CONNECT","3/29/2018 2:00:55.000000 PM","LIJX8","7/24/2019 5:38:37.000000 PM"
7074,20085,5020,7640,"Oracle Procedure","APA_5900_Inner Reagent Carousel Motor","APA_5900_Inner Reagent Carousel Motor","Real Time",,"PHM_APA_IA_GROUP_ALGORITHM",,,,,"Use Reusable Group Routine","KHANDMX5","Success","10/5/2018 2:12:01.000000 PM","Success",,"Y","N","SVC_PHM_CONNECT","3/29/2018 2:02:25.000000 PM","LIJX8","2/25/2019 9:34:16.000000 PM"
6340,10145,,,,"LAS1: Error 317: Routine Input Gate Pass Error","LAS1: Error 317: Routine Input Gate Pass Error","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6341,10146,,,,"LAS1: Error 318: Priority Input Gate Pass Error","LAS1: Error 318: Priority Input Gate Pass Error","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6342,10147,,,,"LAS1: Error 325: Exit Divert Pass Error","LAS1: Error 325: Exit Divert Pass Error","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6343,10148,,,,"LAS1: Error 326: Piston Pass Error","LAS1: Error 326: Piston Pass Error","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6344,10149,,,,"LAS1: Error 327: Exit To Track Error","LAS1: Error 327: Exit To Track Error","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6345,10150,,,,"LAS2: Error 101: Sample Presentation Error","LAS2: Error 101: Sample Presentation Error","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6346,10151,,,,"LAS2: Error 102: Sample Queue Error","LAS2: Error 102: Sample Queue Error","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6347,10152,,,,"LAS2: Error 103: Carrier Missing","LAS2: Error 103: Carrier Missing","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6348,10153,,,,"LAS2: Error 113","LAS2: Error 113","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6349,10154,,,,"LAS2: Error 205: Unreadable Barcode and ""Interface Module Unreadable Barcode - ??????""","LAS2: Error 205: Unreadable Barcode and ""Interface Module Unreadable Barcode - ??????""","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6350,10155,,,,"LAS2: Error 301","LAS2: Error 301","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6351,10156,,,,"LAS2: Error 302","LAS2: Error 302","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:58.000000 PM","SYS","1/13/2018 1:20:58.000000 PM"
6352,10157,,,,"LAS2: Error 311","LAS2: Error 311","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:59.000000 PM","SYS","1/13/2018 1:20:59.000000 PM"
6353,10158,,,,"LAS2: Error 312","LAS2: Error 312","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:59.000000 PM","SYS","1/13/2018 1:20:59.000000 PM"
6354,10159,,,,"LAS2: Error 317","LAS2: Error 317","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:59.000000 PM","SYS","1/13/2018 1:20:59.000000 PM"
6355,10160,,,,"LAS2: Error 318","LAS2: Error 318","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:59.000000 PM","SYS","1/13/2018 1:20:59.000000 PM"
6356,10161,,,,"LAS2: Error 325","LAS2: Error 325","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:59.000000 PM","SYS","1/13/2018 1:20:59.000000 PM"
6357,10162,,,,"LAS2: Error 326","LAS2: Error 326","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:59.000000 PM","SYS","1/13/2018 1:20:59.000000 PM"
6358,10163,,,,"LAS2: Error 327","LAS2: Error 327","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:59.000000 PM","SYS","1/13/2018 1:20:59.000000 PM"
6359,10164,,,,"LAS3: Error 101: Sample Presentation Error","LAS3: Error 101: Sample Presentation Error","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:59.000000 PM","SYS","1/13/2018 1:20:59.000000 PM"
6360,10165,,,,"LAS3: Error 102: Sample Queue Error","LAS3: Error 102: Sample Queue Error","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:59.000000 PM","SYS","1/13/2018 1:20:59.000000 PM"
6361,10166,,,,"LAS3: Error 103: Carrier Missing","LAS3: Error 103: Carrier Missing","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:59.000000 PM","SYS","1/13/2018 1:20:59.000000 PM"
6362,10167,,,,"LAS3: Error 113","LAS3: Error 113","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:59.000000 PM","SYS","1/13/2018 1:20:59.000000 PM"
6363,10168,,,,"LAS3: Error 205: Unreadable Barcode and ""Interface Module Unreadable Barcode - ??????""","LAS3: Error 205: Unreadable Barcode and ""Interface Module Unreadable Barcode - ??????""","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:59.000000 PM","SYS","1/13/2018 1:20:59.000000 PM"
6364,10169,,,,"LAS3: Error 301","LAS3: Error 301","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:59.000000 PM","SYS","1/13/2018 1:20:59.000000 PM"
6365,10170,,,,"LAS3: Error 302","LAS3: Error 302","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:59.000000 PM","SYS","1/13/2018 1:20:59.000000 PM"
6366,10171,,,,"LAS3: Error 311","LAS3: Error 311","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:59.000000 PM","SYS","1/13/2018 1:20:59.000000 PM"
6367,10172,,,,"LAS3: Error 312","LAS3: Error 312","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:59.000000 PM","SYS","1/13/2018 1:20:59.000000 PM"
6368,10173,,,,"LAS3: Error 317","LAS3: Error 317","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:59.000000 PM","SYS","1/13/2018 1:20:59.000000 PM"
6369,10174,,,,"LAS3: Error 318","LAS3: Error 318","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:59.000000 PM","SYS","1/13/2018 1:20:59.000000 PM"
6370,10175,,,,"LAS3: Error 325","LAS3: Error 325","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:59.000000 PM","SYS","1/13/2018 1:20:59.000000 PM"
6371,10176,,,,"LAS3: Error 326","LAS3: Error 326","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:59.000000 PM","SYS","1/13/2018 1:20:59.000000 PM"
6372,10177,,,,"LAS3: Error 327","LAS3: Error 327","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:59.000000 PM","SYS","1/13/2018 1:20:59.000000 PM"
6373,10178,,,,"LAS4: Error 101: Sample Presentation Error","LAS4: Error 101: Sample Presentation Error","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:59.000000 PM","SYS","1/13/2018 1:20:59.000000 PM"
6374,10179,,,,"LAS4: Error 102: Sample Queue Error","LAS4: Error 102: Sample Queue Error","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:59.000000 PM","SYS","1/13/2018 1:20:59.000000 PM"
6375,10180,,,,"LAS4: Error 103: Carrier Missing","LAS4: Error 103: Carrier Missing","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:59.000000 PM","SYS","1/13/2018 1:20:59.000000 PM"
6376,10181,,,,"LAS4: Error 113","LAS4: Error 113","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:59.000000 PM","SYS","1/13/2018 1:20:59.000000 PM"
6377,10182,,,,"LAS4: Error 205: Unreadable Barcode and ""Interface Module Unreadable Barcode - ??????""","LAS4: Error 205: Unreadable Barcode and ""Interface Module Unreadable Barcode - ??????""","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:59.000000 PM","SYS","1/13/2018 1:20:59.000000 PM"
6378,10183,,,,"LAS4: Error 301","LAS4: Error 301","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:59.000000 PM","SYS","1/13/2018 1:20:59.000000 PM"
6379,10184,,,,"LAS4: Error 302","LAS4: Error 302","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:59.000000 PM","SYS","1/13/2018 1:20:59.000000 PM"
6380,10185,,,,"LAS4: Error 311","LAS4: Error 311","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:59.000000 PM","SYS","1/13/2018 1:20:59.000000 PM"
6381,10186,,,,"LAS4: Error 312","LAS4: Error 312","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:59.000000 PM","SYS","1/13/2018 1:20:59.000000 PM"
6382,10187,,,,"LAS4: Error 317","LAS4: Error 317","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:59.000000 PM","SYS","1/13/2018 1:20:59.000000 PM"
6383,10188,,,,"LAS4: Error 318","LAS4: Error 318","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:59.000000 PM","SYS","1/13/2018 1:20:59.000000 PM"
6384,10189,,,,"LAS4: Error 325","LAS4: Error 325","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:59.000000 PM","SYS","1/13/2018 1:20:59.000000 PM"
6385,10190,,,,"LAS4: Error 326","LAS4: Error 326","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:59.000000 PM","SYS","1/13/2018 1:20:59.000000 PM"
6386,10191,,,,"LAS4: Error 327","LAS4: Error 327","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:59.000000 PM","SYS","1/13/2018 1:20:59.000000 PM"
6387,10192,,,,"LAS5: Error 101: Sample Presentation Error","LAS5: Error 101: Sample Presentation Error","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:59.000000 PM","SYS","1/13/2018 1:20:59.000000 PM"
6388,10193,,,,"LAS5: Error 102: Sample Queue Error","LAS5: Error 102: Sample Queue Error","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:59.000000 PM","SYS","1/13/2018 1:20:59.000000 PM"
6389,10194,,,,"LAS5: Error 103: Carrier Missing","LAS5: Error 103: Carrier Missing","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:59.000000 PM","SYS","1/13/2018 1:20:59.000000 PM"
6390,10195,,,,"LAS5: Error 113","LAS5: Error 113","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:20:59.000000 PM","SYS","1/13/2018 1:20:59.000000 PM"
6391,10196,,,,"LAS5: Error 205: Unreadable Barcode and ""Interface Module Unreadable Barcode - ??????""","LAS5: Error 205: Unreadable Barcode and ""Interface Module Unreadable Barcode - ??????""","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:21:00.000000 PM","SYS","1/13/2018 1:21:00.000000 PM"
6392,10197,,,,"LAS5: Error 301","LAS5: Error 301","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:21:00.000000 PM","SYS","1/13/2018 1:21:00.000000 PM"
6393,10198,,,,"LAS5: Error 302","LAS5: Error 302","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:21:00.000000 PM","SYS","1/13/2018 1:21:00.000000 PM"
6394,10199,,,,"LAS5: Error 311","LAS5: Error 311","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:21:00.000000 PM","SYS","1/13/2018 1:21:00.000000 PM"
6395,10200,,,,"LAS5: Error 312","LAS5: Error 312","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:21:00.000000 PM","SYS","1/13/2018 1:21:00.000000 PM"
6396,10201,,,,"LAS5: Error 317","LAS5: Error 317","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:21:00.000000 PM","SYS","1/13/2018 1:21:00.000000 PM"
6397,10202,,,,"LAS5: Error 318","LAS5: Error 318","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:21:00.000000 PM","SYS","1/13/2018 1:21:00.000000 PM"
6398,10203,,,,"LAS5: Error 325","LAS5: Error 325","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:21:00.000000 PM","SYS","1/13/2018 1:21:00.000000 PM"
6399,10204,,,,"LAS5: Error 326","LAS5: Error 326","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:21:00.000000 PM","SYS","1/13/2018 1:21:00.000000 PM"
6400,10205,,,,"LAS5: Error 327","LAS5: Error 327","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:21:00.000000 PM","SYS","1/13/2018 1:21:00.000000 PM"
6401,10206,,,,"LAS6: Error 101: Sample Presentation Error","LAS6: Error 101: Sample Presentation Error","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:21:00.000000 PM","SYS","1/13/2018 1:21:00.000000 PM"
6402,10207,,,,"LAS6: Error 102: Sample Queue Error","LAS6: Error 102: Sample Queue Error","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:21:00.000000 PM","SYS","1/13/2018 1:21:00.000000 PM"
6403,10208,,,,"LAS6: Error 103: Carrier Missing","LAS6: Error 103: Carrier Missing","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:21:00.000000 PM","SYS","1/13/2018 1:21:00.000000 PM"
6404,10209,,,,"LAS6: Error 113","LAS6: Error 113","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:21:00.000000 PM","SYS","1/13/2018 1:21:00.000000 PM"
6405,10210,,,,"LAS6: Error 205: Unreadable Barcode and ""Interface Module Unreadable Barcode - ??????""","LAS6: Error 205: Unreadable Barcode and ""Interface Module Unreadable Barcode - ??????""","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:21:00.000000 PM","SYS","1/13/2018 1:21:00.000000 PM"
6406,10211,,,,"LAS6: Error 301","LAS6: Error 301","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:21:00.000000 PM","SYS","1/13/2018 1:21:00.000000 PM"
6407,10212,,,,"LAS6: Error 302","LAS6: Error 302","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:21:00.000000 PM","SYS","1/13/2018 1:21:00.000000 PM"
6408,10213,,,,"LAS6: Error 311","LAS6: Error 311","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:21:00.000000 PM","SYS","1/13/2018 1:21:00.000000 PM"
6409,10214,,,,"LAS6: Error 312","LAS6: Error 312","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:21:00.000000 PM","SYS","1/13/2018 1:21:00.000000 PM"
6410,10215,,,,"LAS6: Error 317","LAS6: Error 317","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:21:00.000000 PM","SYS","1/13/2018 1:21:00.000000 PM"
6411,10216,,,,"LAS6: Error 318","LAS6: Error 318","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:21:00.000000 PM","SYS","1/13/2018 1:21:00.000000 PM"
6412,10217,,,,"LAS6: Error 325","LAS6: Error 325","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:21:00.000000 PM","SYS","1/13/2018 1:21:00.000000 PM"
6413,10218,,,,"LAS6: Error 326","LAS6: Error 326","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:21:00.000000 PM","SYS","1/13/2018 1:21:00.000000 PM"
6414,10219,,,,"LAS6: Error 327","LAS6: Error 327","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:21:00.000000 PM","SYS","1/13/2018 1:21:00.000000 PM"
6415,10220,,,,"LAS7: Error 101: Sample Presentation Error","LAS7: Error 101: Sample Presentation Error","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:21:00.000000 PM","SYS","1/13/2018 1:21:00.000000 PM"
6416,10221,,,,"LAS7: Error 102: Sample Queue Error","LAS7: Error 102: Sample Queue Error","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:21:00.000000 PM","SYS","1/13/2018 1:21:00.000000 PM"
6417,10222,,,,"LAS7: Error 103: Carrier Missing","LAS7: Error 103: Carrier Missing","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:21:00.000000 PM","SYS","1/13/2018 1:21:00.000000 PM"
6418,10223,,,,"LAS7: Error 113","LAS7: Error 113","Batch",,,,,,,"Define New Routine",,,,,,"N","N","SYS","1/13/2018 1:21:00.000000 PM","SYS","1/13/2018 1:21:00.000000 PM"
