MODULESNDRM,CUVETTETYPE,MAX(C4MIDDLE.FLAG_DATE),FLAGGED
"C496038","c4",6/19/2019 4:51:10 PM,0
"C461218","c4",6/19/2019 10:49:10 AM,0
"C401302","c4",6/12/2019 2:58:05 PM,0
"C461772","c4",6/18/2019 3:53:15 PM,0
"C460587","c4",6/18/2019 12:29:02 PM,0
"C401732","c4",6/18/2019 1:58:21 AM,0
"C461602","c4",6/19/2019 8:30:14 AM,0
"C461570","c4",6/12/2019 3:34:09 PM,0
"C400614","c4",6/12/2019 3:06:34 PM,1
"C461702","c4",6/16/2019 10:08:36 AM,1
"C461113","c4",6/19/2019 7:07:40 PM,0
"C400199","c4",6/19/2019 6:06:36 PM,0
"C400344","c4",6/19/2019 7:39:18 PM,0
"C461189","c4",6/15/2019 5:20:14 PM,0
"C401807","c4",6/19/2019 5:40:23 PM,0
"C402186","c4",6/19/2019 6:53:20 PM,0
"C402140","c4",6/19/2019 4:46:50 PM,0
"C461768","c4",6/15/2019 5:46:24 PM,0
"C401144","c4",6/19/2019 11:09:01 PM,0
"C402323","c4",6/19/2019 7:29:31 PM,0
"C485001","c4",6/19/2019 7:02:10 PM,0
"C400149","c4",6/19/2019 4:40:16 PM,0
"C400340","c4",6/19/2019 5:16:12 PM,0
"C401127","c4",6/19/2019 11:24:31 PM,0
"C400138","c4",6/19/2019 5:44:18 PM,0
"C401226","c4",6/19/2019 9:06:46 PM,0
"C402599","c4",6/19/2019 2:59:32 PM,0
"C496049","c4",6/19/2019 6:40:39 PM,0
"C400135","c4",6/19/2019 5:09:19 PM,0
"C461752","c4",6/18/2019 7:17:49 PM,0
"C402022","c4",6/19/2019 6:46:42 PM,0
"C400339","c4",6/19/2019 5:40:10 PM,0
"C460613","c4",6/19/2019 5:21:29 AM,0
"C400328","c4",6/19/2019 7:37:40 PM,0
"C460501","c4",6/18/2019 10:28:43 PM,0
"C460595","c4",6/19/2019 3:31:48 PM,0
"C460681","c4",6/18/2019 5:03:41 PM,0
"C402200","c4",6/19/2019 1:17:08 PM,0
"C460975","c4",6/19/2019 12:36:59 AM,0
"C461668","c4",6/18/2019 4:39:07 PM,0
"C461204","c4",6/19/2019 12:11:06 PM,0
"C401780","c4",6/19/2019 6:18:30 PM,0
"C401040","c4",6/19/2019 5:38:27 PM,0
"C402470","c4",6/12/2019 4:51:14 PM,0
"C402698","c4",6/19/2019 8:22:01 PM,0
"C400345","c4",6/19/2019 6:36:20 PM,0
"C400532","c4",6/15/2019 4:47:45 PM,0
"C460995","c4",6/18/2019 4:39:44 PM,0
"C402325","c4",6/19/2019 5:16:14 PM,0
"C461664","c4",6/18/2019 6:27:29 PM,0
"C496083","c4",6/19/2019 4:52:59 PM,0
"C400775","c4",6/19/2019 5:43:14 PM,0
"C401783","c4",6/18/2019 2:28:36 AM,0
"C460618","c4",6/19/2019 1:13:39 AM,0
"C461010","c4",6/19/2019 12:09:25 AM,0
"C461717","c4",6/18/2019 4:22:24 PM,0
"C401586","c4",6/19/2019 12:10:35 AM,0
"C400857","c4",6/19/2019 2:13:48 AM,0
"C461629","c4",6/18/2019 8:48:46 PM,0
"C461238","c4",6/18/2019 4:39:13 PM,0
"C401636","c4",6/18/2019 12:58:55 AM,0
"C402538","c4",6/17/2019 4:03:13 PM,0
"C401941","c4",6/19/2019 5:19:35 PM,0
"C461697","c4",6/16/2019 1:01:45 PM,0
"C461271","c4",6/18/2019 7:30:49 PM,0
"C461360","c4",6/19/2019 11:44:18 AM,0
"C460598","c4",6/19/2019 7:13:48 AM,0
"C401849","c4",6/19/2019 2:15:54 AM,0
"C400948","c4",6/18/2019 1:56:32 AM,0
"C401087","c4",6/17/2019 11:44:22 PM,0
"C400107","c4",6/19/2019 3:23:23 PM,0
"C402267","c4",6/18/2019 1:05:11 AM,0
"C461562","c4",6/18/2019 2:34:41 AM,0
"C402612","c4",6/17/2019 1:38:03 AM,0
"C401894","c4",6/17/2019 7:31:33 AM,0
"C461528","c4",6/18/2019 7:57:07 PM,0
"C402285","c4",6/17/2019 11:19:39 PM,0
"C401203","c4",6/19/2019 10:47:36 PM,0
"C402354","c4",6/18/2019 11:26:21 PM,0
"C401479","c4",6/19/2019 5:02:14 PM,0
"C461478","c4",6/19/2019 4:52:45 AM,0
"C401687","c4",6/18/2019 3:54:29 PM,0
"C400987","c4",6/18/2019 1:45:03 AM,0
"C461705","c4",6/19/2019 3:37:58 PM,0
"C461006","c4",6/18/2019 11:51:32 PM,0
"C401052","c4",6/17/2019 10:04:42 PM,0
"C460497","c4",6/18/2019 12:59:06 AM,0
"C402448","c4",6/19/2019 5:38:50 PM,0
"C461554","c4",6/18/2019 1:51:56 AM,0
"C460931","c4",6/19/2019 7:01:49 AM,0
"C460633","c4",6/19/2019 3:23:42 AM,0
"C400408","c4",6/17/2019 9:22:29 PM,0
"C460949","c4",6/18/2019 11:32:28 PM,0
"C401409","c4",6/18/2019 1:45:02 AM,0
"C402485","c4",6/17/2019 1:47:00 AM,0
"C460409","c4",6/19/2019 2:32:06 AM,0
"C401709","c4",6/19/2019 9:05:12 AM,0
"C400551","c4",6/19/2019 5:09:48 PM,0
"C401117","c4",6/18/2019 2:19:05 AM,0
"C461273","c4",6/18/2019 10:43:31 PM,0
"C402133","c4",6/19/2019 5:32:20 PM,0
"C401424","c4",6/18/2019 12:19:15 AM,0
"C402236","c4",6/17/2019 1:25:19 AM,0
"C400416","c4",6/18/2019 1:52:34 AM,0
"C400604","c4",6/19/2019 1:40:43 AM,0
"C402052","c4",6/18/2019 12:51:49 AM,0
"C401470","c4",6/18/2019 1:11:09 AM,0
"C402254","c4",6/18/2019 2:02:12 AM,0
"C402204","c4",6/18/2019 2:05:32 AM,0
"C401975","c4",6/18/2019 1:28:50 AM,0
"C400468","c4",6/17/2019 12:38:57 AM,0
"C400893","c4",6/18/2019 12:19:13 AM,0
"C460252","c4",6/19/2019 4:52:01 AM,0
"C402622","c4",6/18/2019 2:07:09 AM,0
"C402589","c4",6/14/2019 7:43:24 PM,0
"C401011","c4",6/19/2019 8:39:29 AM,0
"C401947","c4",6/18/2019 12:53:40 AM,0
"C401565","c4",6/18/2019 2:00:59 AM,0
"C401405","c4",6/18/2019 1:44:41 AM,0
"C402363","c4",6/19/2019 7:05:11 PM,0
"C460947","c4",6/19/2019 4:27:56 AM,0
"C460928","c4",6/18/2019 1:44:11 AM,0
"C400809","c4",6/18/2019 12:05:33 AM,0
"C402069","c4",6/18/2019 12:25:32 AM,0
"C460539","c4",6/19/2019 11:51:30 AM,0
"C400760","c4",6/18/2019 1:03:37 AM,0
"C461484","c4",6/19/2019 4:38:17 PM,0
"C461369","c4",6/19/2019 4:12:14 PM,0
"C401935","c4",6/19/2019 8:14:49 PM,0
"C461776","c4",6/19/2019 11:43:58 AM,0
"C460425","c4",6/19/2019 11:32:51 AM,0
"C460659","c4",6/13/2019 7:39:11 PM,0
"C460225","c4",6/19/2019 12:01:36 PM,0
"C400530","c4",6/19/2019 4:06:07 PM,0
"C401000","c4",6/19/2019 5:15:10 PM,0
"C460958","c4",6/19/2019 1:12:16 AM,0
"C461179","c4",6/19/2019 5:04:58 PM,0
"C402179","c4",6/19/2019 3:31:41 PM,0
"C400158","c4",6/19/2019 4:12:04 PM,0
"C401261","c4",6/19/2019 10:37:33 AM,0
"C460950","c4",6/18/2019 10:58:53 PM,0
"C401509","c4",6/19/2019 1:43:15 PM,0
"C460165","c4",6/19/2019 5:02:02 PM,0
"C400975","c4",6/19/2019 6:45:37 PM,0
"C401497","c4",6/17/2019 2:02:33 PM,0
"C401824","c4",6/19/2019 6:17:54 PM,0
"C460059","c4",6/18/2019 2:36:39 PM,0
"C400968","c4",6/19/2019 5:46:19 PM,0
"C402542","c4",6/19/2019 4:21:34 PM,0
"C401915","c4",6/19/2019 5:47:34 PM,0
"C402290","c4",6/19/2019 2:02:14 AM,0
"C460443","c4",6/19/2019 2:33:03 AM,0
"C400679","c4",6/19/2019 12:32:45 PM,0
"C461631","c4",6/19/2019 5:08:58 AM,0
"C400294","c4",6/19/2019 4:14:19 PM,0
"C402077","c4",6/17/2019 11:26:44 PM,0
"C461586","c4",6/19/2019 12:07:38 PM,0
"C400406","c4",6/18/2019 1:32:23 AM,0
"C461558","c4",6/19/2019 11:53:47 AM,0
"C461781","c4",6/18/2019 2:41:52 PM,0
"C460768","c4",6/18/2019 1:09:59 PM,0
"C400239","c4",6/19/2019 1:07:57 PM,0
"C400687","c4",6/19/2019 1:05:57 PM,0
"C401585","c4",6/18/2019 1:04:58 AM,0
"C460446","c4",6/18/2019 6:25:16 PM,0
"C461421","c4",6/13/2019 2:52:32 PM,0
"C460012","c4",6/18/2019 8:52:53 PM,0
"C461727","c4",6/18/2019 12:35:30 AM,0
"C461319","c4",6/19/2019 4:51:05 PM,0
"C461670","c4",6/19/2019 1:09:23 AM,0
"C461453","c4",6/18/2019 5:12:48 PM,0
"C401989","c4",6/18/2019 1:15:03 AM,0
"C461728","c4",6/18/2019 12:42:42 PM,0
"C461112","c4",6/18/2019 1:56:08 PM,0
"C461522","c4",6/19/2019 8:32:13 AM,0
"C402350","c4",6/18/2019 12:30:32 AM,0
"C402048","c4",6/18/2019 12:26:54 AM,0
"C400976","c4",6/15/2019 10:24:30 AM,0
"C400431","c4",6/18/2019 1:33:57 AM,0
"C400181","c4",6/19/2019 3:54:01 PM,0
"C400082","c4",6/19/2019 9:16:28 AM,0
"C496017","c4",6/19/2019 2:35:55 PM,0
"C401733","c4",6/18/2019 3:10:54 PM,0
"C401628","c4",6/19/2019 3:27:21 PM,0
"C401861","c4",6/19/2019 4:49:08 PM,0
"C401992","c4",6/19/2019 6:45:40 AM,0
"C401188","c4",6/18/2019 1:51:25 AM,0
"C401997","c4",6/18/2019 12:41:54 AM,0
"C402119","c4",6/18/2019 1:56:00 AM,0
"C401397","c4",6/18/2019 12:18:34 AM,0
"C402404","c4",6/17/2019 12:14:10 AM,0
"C402406","c4",6/18/2019 12:33:46 AM,0
"C401455","c4",6/18/2019 1:53:14 AM,0
"C461706","c4",6/18/2019 2:40:27 PM,0
"C400637","c4",6/19/2019 8:04:53 PM,0
"C400682","c4",6/19/2019 1:02:49 AM,0
"C401003","c4",6/17/2019 11:53:38 PM,0
"C402563","c4",6/17/2019 1:25:19 AM,0
"C431634","c4",6/19/2019 1:25:09 AM,0
"C496071","c4",6/19/2019 2:08:24 PM,0
"C401421","c4",6/19/2019 9:32:40 PM,0
"C496056","c4",6/19/2019 7:36:04 PM,0
"C460431","c4",6/19/2019 12:04:53 PM,0
"C400680","c4",6/19/2019 1:12:38 AM,0
"C401740","c4",6/19/2019 6:18:48 PM,0
"C402648","c4",6/19/2019 4:02:41 PM,0
"C401816","c4",6/19/2019 6:34:52 PM,0
"C400130","c4",6/19/2019 5:39:22 PM,0
"C460980","c4",6/18/2019 10:10:59 PM,0
"C402243","c4",6/14/2019 3:49:50 PM,0
"C402188","c4",6/18/2019 5:11:57 PM,0
"C401691","c4",6/17/2019 1:01:22 PM,0
"C402225","c4",6/19/2019 1:21:55 PM,0
"C401557","c4",6/18/2019 1:12:09 AM,0
"C461416","c4",6/19/2019 5:07:33 AM,0
"C402353","c4",6/19/2019 6:54:18 PM,0
"C461856","c4",6/18/2019 4:00:05 PM,0
"C402164","c4",6/19/2019 7:36:32 AM,0
"C400658","c4",6/19/2019 4:22:38 PM,0
"C400917","c4",6/15/2019 9:07:46 PM,0
"C400487","c4",6/19/2019 4:43:50 PM,0
"C460043","c4",6/19/2019 4:02:48 PM,0
"C400196","c4",6/19/2019 5:31:59 PM,0
"C400303","c4",6/19/2019 7:28:42 PM,0
"C460897","c4",6/19/2019 7:08:03 AM,0
"C401987","c4",6/19/2019 8:32:20 AM,0
"C401580","c4",6/19/2019 7:26:48 PM,0
"C400591","c4",6/19/2019 3:30:29 AM,0
"C460102","c4",6/19/2019 4:54:39 PM,0
"C401659","c4",6/19/2019 2:11:20 PM,0
"C460367","c4",6/19/2019 5:36:38 PM,0
"C400316","c4",6/19/2019 2:47:17 PM,0
"C401478","c4",6/18/2019 2:27:33 PM,0
"C400826","c4",6/19/2019 6:59:10 PM,0
"C401125","c4",6/18/2019 4:46:28 PM,0
"C461614","c4",6/18/2019 1:03:15 PM,0
"C461260","c4",6/19/2019 3:10:57 PM,0
"C402146","c4",6/19/2019 12:59:04 PM,0
"C401796","c4",6/19/2019 8:37:26 AM,0
"C400287","c4",6/18/2019 12:19:07 PM,0
"C460930","c4",6/19/2019 1:54:14 PM,0
"C402084","c4",6/18/2019 5:29:23 PM,0
"C402510","c4",6/17/2019 11:13:48 AM,0
"C460003","c4",6/19/2019 4:49:12 PM,0
"C460372","c4",6/19/2019 9:38:09 AM,0
"C400284","c4",6/18/2019 1:46:30 PM,0
"C460125","c4",6/18/2019 9:21:08 PM,0
"C401873","c4",6/19/2019 4:51:28 PM,0
"C401491","c4",6/18/2019 12:19:33 AM,0
"C402684","c4",6/19/2019 8:29:14 PM,0
"C401414","c4",6/19/2019 7:46:49 PM,0
"C401962","c4",6/19/2019 6:51:09 PM,0
"C400867","c4",6/19/2019 7:25:12 PM,0
"C496035","c4",6/19/2019 10:05:52 PM,0
"C402014","c4",6/19/2019 5:29:37 PM,0
"C460080","c4",6/19/2019 12:14:35 PM,0
"C460561","c4",6/19/2019 12:21:27 AM,0
"C401277","c4",6/19/2019 5:38:31 PM,0
"C401248","c4",6/19/2019 6:44:29 PM,0
"C401546","c4",6/18/2019 1:21:58 AM,0
"C401202","c4",6/17/2019 7:55:53 PM,0
"C401367","c4",6/18/2019 12:48:22 AM,0
"C402407","c4",6/17/2019 1:12:10 AM,0
"C401829","c4",6/18/2019 11:26:42 PM,0
"C402567","c4",6/16/2019 1:53:04 AM,0
"C402013","c4",6/17/2019 11:00:51 PM,0
"C400661","c4",6/18/2019 1:19:09 AM,0
"C400911","c4",6/18/2019 1:17:22 AM,0
"C401555","c4",6/17/2019 4:57:59 PM,0
"C400552","c4",6/14/2019 4:53:15 PM,0
"C461536","c4",6/19/2019 5:40:56 PM,0
"C402410","c4",6/17/2019 12:44:34 AM,0
"C402249","c4",6/18/2019 1:34:46 AM,0
"C401370","c4",6/17/2019 11:49:07 PM,0
"C402060","c4",6/17/2019 11:27:48 PM,0
"C402126","c4",6/17/2019 2:13:52 PM,0
"C460020","c4",6/19/2019 1:28:24 PM,0
"C461656","c4",6/19/2019 5:18:20 AM,0
"C401766","c4",6/19/2019 12:42:14 PM,0
"C460457","c4",6/19/2019 11:48:26 AM,0
"C460978","c4",6/18/2019 11:50:19 PM,0
"C400653","c4",6/13/2019 1:53:27 PM,0
"C400646","c4",6/18/2019 2:19:52 AM,0
"C460546","c4",6/19/2019 6:08:43 AM,0
"C461601","c4",6/18/2019 4:00:46 PM,0
"C401244","c4",6/18/2019 1:44:23 AM,0
"C402497","c4",6/19/2019 6:49:53 PM,0
"C401007","c4",6/17/2019 11:04:44 PM,0
"C460839","c4",6/19/2019 12:58:47 AM,0
"C402107","c4",6/17/2019 8:00:20 PM,0
"C460065","c4",6/16/2019 10:29:16 PM,0
"C401108","c4",6/19/2019 8:45:04 AM,0
"C400580","c4",6/17/2019 8:22:38 PM,0
"C461085","c4",6/19/2019 10:51:13 AM,0
"C496020","c4",6/19/2019 10:15:14 PM,0
"C402194","c4",6/19/2019 4:46:01 PM,0
"C401820","c4",6/19/2019 1:00:47 PM,0
"C461057","c4",6/18/2019 1:01:13 PM,0
"C461511","c4",6/18/2019 7:58:07 PM,0
"C461591","c4",6/16/2019 6:17:06 PM,0
"C402274","c4",6/18/2019 5:26:19 PM,0
"C401859","c4",6/19/2019 8:14:19 PM,0
"C461412","c4",6/18/2019 6:54:28 PM,0
"C461440","c4",6/18/2019 10:30:56 PM,0
"C402074","c4",6/17/2019 12:37:29 AM,0
"C401634","c4",6/15/2019 8:08:17 AM,0
"C401028","c4",6/18/2019 1:14:27 AM,0
"C400372","c4",6/19/2019 9:39:33 AM,0
"C401885","c4",6/18/2019 1:26:05 AM,0
"C401264","c4",6/18/2019 1:12:52 AM,0
"C400439","c4",6/19/2019 3:55:59 PM,0
"C461584","c4",6/19/2019 11:07:52 AM,0
"C400237","c4",6/19/2019 11:49:47 AM,0
"C400217","c4",6/19/2019 4:51:47 PM,0
"C401724","c4",6/19/2019 7:41:07 PM,0
"C401953","c4",6/19/2019 10:39:37 AM,0
"C402559","c4",6/17/2019 6:49:18 PM,0
"C460607","c4",6/19/2019 11:52:39 AM,0
"C400663","c4",6/18/2019 6:03:07 PM,0
"C401223","c4",6/19/2019 6:43:37 PM,0
"C401846","c4",6/19/2019 4:06:02 PM,0
"C460259","c4",6/14/2019 11:09:11 AM,0
"C400787","c4",6/19/2019 4:44:38 PM,0
"C401527","c4",6/15/2019 8:01:08 PM,0
"C401046","c4",6/17/2019 9:04:23 PM,1
"C461767","c4",6/19/2019 3:15:42 PM,0
"C461235","c4",6/19/2019 3:32:55 PM,0
"C461367","c4",6/19/2019 4:49:13 PM,0
"C496051","c4",6/19/2019 10:27:10 PM,0
"C402258","c4",6/19/2019 7:26:51 PM,0
"C400122","c4",6/19/2019 5:35:25 PM,0
"C461538","c4",6/18/2019 1:40:32 PM,0
"C401279","c4",6/19/2019 5:20:48 PM,0
"C460952","c4",6/18/2019 4:28:29 PM,0
"C460366","c4",6/19/2019 6:02:29 AM,0
"C401148","c4",6/19/2019 9:29:50 PM,0
"C461195","c4",6/18/2019 8:38:39 PM,0
"C400103","c4",6/19/2019 5:00:43 PM,0
"C401280","c4",6/19/2019 3:59:28 PM,0
"C400520","c4",6/19/2019 3:51:34 PM,0
"C402588","c4",6/19/2019 8:13:06 PM,0
"C461210","c4",6/19/2019 12:37:58 AM,0
"C460015","c4",6/19/2019 12:00:37 PM,0
"C400559","c4",6/19/2019 5:30:24 PM,0
"C460651","c4",6/18/2019 10:22:21 PM,0
"C401313","c4",6/19/2019 5:35:40 PM,0
"C460154","c4",6/18/2019 1:36:54 AM,0
"C402064","c4",6/19/2019 5:09:57 PM,0
"C460358","c4",6/19/2019 12:23:17 AM,0
"C401442","c4",6/19/2019 5:34:42 PM,0
"C461237","c4",6/19/2019 12:29:30 AM,0
"C402324","c4",6/19/2019 6:38:43 PM,0
"C461037","c4",6/19/2019 5:54:22 PM,0
"C401142","c4",6/19/2019 6:39:29 PM,0
"C460139","c4",6/18/2019 2:49:10 PM,0
"C402587","c4",6/19/2019 8:21:50 PM,0
"C461380","c4",6/18/2019 3:26:06 PM,0
"C460472","c4",6/19/2019 4:18:27 AM,0
"C461679","c4",6/19/2019 3:33:02 AM,0
"C460549","c4",6/18/2019 9:53:00 PM,0
"C401812","c4",6/19/2019 6:24:22 PM,0
"C461647","c4",6/19/2019 5:06:07 AM,0
"C401177","c4",6/19/2019 6:31:25 PM,0
"C401656","c4",6/18/2019 6:35:41 PM,0
"C400428","c4",6/19/2019 5:36:11 PM,0
"C496025","c4",6/19/2019 5:33:23 PM,0
"C460880","c4",6/18/2019 2:46:57 PM,0
"C461203","c4",6/18/2019 11:04:42 PM,0
"C401176","c4",6/18/2019 12:40:42 AM,0
"C401800","c4",6/19/2019 4:34:36 PM,0
"C401086","c4",6/19/2019 4:56:59 PM,0
"C402136","c4",6/19/2019 11:53:56 AM,0
"C402420","c4",6/17/2019 1:40:20 PM,0
"C402304","c4",6/18/2019 1:08:06 AM,0
"C460286","c4",6/19/2019 7:08:56 PM,0
"C402072","c4",6/18/2019 2:37:01 PM,0
"C402003","c4",6/19/2019 5:45:03 PM,0
"C402528","c4",6/18/2019 12:52:24 AM,0
"C400194","c4",6/19/2019 11:49:16 AM,0
"C402442","c4",6/19/2019 7:00:52 PM,0
"C402242","c4",6/19/2019 6:43:44 PM,0
"C401840","c4",6/19/2019 2:14:46 PM,0
"C461632","c4",6/19/2019 4:53:13 AM,0
"C402082","c4",6/19/2019 10:39:26 AM,0
"C401611","c4",6/19/2019 10:39:15 AM,0
"C401139","c4",6/19/2019 11:09:55 AM,0
"C401168","c4",6/19/2019 8:29:37 AM,0
"C401456","c4",6/18/2019 1:52:29 AM,0
"C402250","c4",6/18/2019 2:34:11 AM,0
"C402577","c4",6/17/2019 9:02:46 PM,0
"C400445","c4",6/19/2019 12:04:27 AM,0
"C460113","c4",6/19/2019 5:32:36 PM,0
"C402128","c4",6/19/2019 9:08:12 PM,0
"C402530","c4",6/18/2019 2:07:26 AM,0
"C461497","c4",6/18/2019 5:09:24 PM,0
"C400927","c4",6/18/2019 1:52:49 AM,0
"C401049","c4",6/18/2019 1:43:55 AM,0
"C461040","c4",6/19/2019 7:07:47 AM,0
"C460907","c4",6/19/2019 7:30:02 AM,0
"C401193","c4",6/19/2019 5:13:46 PM,0
"C460871","c4",6/18/2019 11:29:46 PM,0
"C401618","c4",6/18/2019 1:27:07 AM,0
"C496075","c4",6/19/2019 8:20:17 PM,0
"C460053","c4",6/19/2019 1:35:29 PM,0
"C402584","c4",6/19/2019 8:09:09 PM,0
"C461617","c4",6/19/2019 5:15:00 AM,0
"C401295","c4",6/17/2019 11:34:14 PM,0
"C400558","c4",6/19/2019 2:25:01 PM,0
"C401972","c4",6/19/2019 2:13:06 AM,0
"C461171","c4",6/19/2019 3:15:05 AM,0
"C401957","c4",6/17/2019 11:09:23 PM,0
"C402203","c4",6/18/2019 2:02:54 AM,0
"C400056","c4",6/17/2019 2:14:06 AM,0
"C400404","c4",6/17/2019 6:24:47 PM,0
"C400721","c4",6/17/2019 1:49:11 PM,0
"C401834","c4",6/19/2019 10:40:01 AM,0
"C400686","c4",6/17/2019 10:41:41 PM,0
"C461132","c4",6/17/2019 11:19:21 PM,0
"C461341","c4",6/19/2019 5:09:22 PM,0
"C401976","c4",6/17/2019 8:53:30 PM,0
"C401616","c4",6/19/2019 1:19:39 AM,0
"C400727","c4",6/18/2019 1:51:41 AM,0
"C460737","c4",6/18/2019 7:21:26 PM,0
"C460217","c4",6/16/2019 1:07:20 AM,0
"C401688","c4",6/18/2019 1:58:15 AM,0
"C401795","c4",6/17/2019 5:55:33 PM,0
"C401165","c4",6/19/2019 5:34:16 PM,0
"C401950","c4",6/18/2019 12:25:27 AM,0
"C401579","c4",6/18/2019 12:34:44 AM,0
"C401686","c4",6/18/2019 1:57:14 AM,0
"C400392","c4",6/14/2019 2:25:58 PM,0
"C401568","c4",6/18/2019 1:00:41 AM,0
"C401827","c4",6/17/2019 10:23:04 PM,0
"C402635","c4",6/17/2019 4:05:22 PM,0
"C400288","c4",6/17/2019 11:10:51 PM,0
"C401284","c4",6/18/2019 1:35:15 AM,0
"C401200","c4",6/18/2019 1:50:19 AM,0
"C401209","c4",6/17/2019 11:25:55 PM,0
"C400350","c4",6/18/2019 12:07:24 AM,0
"C401531","c4",6/19/2019 5:35:24 PM,0
"C461320","c4",6/19/2019 5:58:36 PM,0
"C461505","c4",6/19/2019 5:05:11 PM,0
"C461643","c4",6/18/2019 10:24:03 PM,0
"C461257","c4",6/19/2019 11:43:27 AM,0
"C400437","c4",6/19/2019 12:15:43 PM,0
"C402142","c4",6/19/2019 5:04:15 PM,0
"C401260","c4",6/19/2019 3:41:48 PM,0
"C400846","c4",6/19/2019 8:16:50 PM,0
"C401434","c4",6/19/2019 6:25:38 PM,0
"C400824","c4",6/19/2019 3:33:00 PM,0
"C401285","c4",6/19/2019 1:51:09 PM,0
"C401505","c4",6/19/2019 5:29:24 PM,0
"C402239","c4",6/19/2019 11:48:33 AM,0
"C460194","c4",6/19/2019 11:12:07 AM,0
"C461710","c4",6/19/2019 3:31:15 PM,0
"C400155","c4",6/19/2019 12:00:27 PM,0
"C460086","c4",6/18/2019 10:51:17 PM,0
"C400341","c4",6/19/2019 1:32:53 PM,0
"C401506","c4",6/19/2019 5:39:29 PM,0
"C461639","c4",6/18/2019 6:23:49 PM,0
"C402368","c4",6/19/2019 4:54:21 PM,0
"C461176","c4",6/18/2019 11:14:00 AM,0
"C460301","c4",6/19/2019 10:17:58 AM,0
"C401438","c4",6/19/2019 12:32:25 PM,0
"C400342","c4",6/19/2019 5:22:14 PM,0
"C460019","c4",6/18/2019 3:36:50 PM,0
"C460642","c4",6/19/2019 11:48:22 AM,0
"C402623","c4",6/17/2019 7:17:23 PM,0
"C461540","c4",6/18/2019 9:17:40 PM,0
"C461374","c4",6/13/2019 1:34:40 PM,0
"C460927","c4",6/17/2019 10:51:49 PM,0
"C461458","c4",6/18/2019 9:12:20 PM,0
"C402046","c4",6/18/2019 12:20:46 AM,0
"C460602","c4",6/18/2019 2:36:54 PM,0
"C460838","c4",6/18/2019 5:15:46 PM,0
"C460725","c4",6/19/2019 12:52:14 AM,0
"C401599","c4",6/18/2019 12:20:43 AM,0
"C460285","c4",6/19/2019 4:55:38 PM,0
"C460802","c4",6/18/2019 8:35:57 PM,0
"C400874","c4",6/19/2019 9:26:53 PM,0
"C402541","c4",6/19/2019 5:35:10 PM,0
"C400208","c4",6/19/2019 1:38:42 PM,0
"C460528","c4",6/18/2019 2:27:44 PM,0
"C400430","c4",6/18/2019 1:25:09 AM,0
"C402381","c4",6/19/2019 9:25:25 PM,0
"C461471","c4",6/19/2019 3:51:20 AM,0
"C461846","c4",6/18/2019 7:33:07 PM,0
"C461249","c4",6/19/2019 2:11:20 AM,0
"C461108","c4",6/19/2019 12:39:01 AM,0
"C402135","c4",6/19/2019 5:47:15 PM,0
"C401906","c4",6/17/2019 2:23:44 AM,0
"C401569","c4",6/19/2019 6:49:28 PM,0
"C401954","c4",6/17/2019 8:38:51 PM,0
"C401963","c4",6/19/2019 6:14:03 PM,0
"C401532","c4",6/18/2019 1:47:27 AM,0
"C400793","c4",6/19/2019 6:38:10 PM,0
"C461229","c4",6/18/2019 11:51:26 PM,0
"C460600","c4",6/18/2019 5:51:20 PM,0
"C400886","c4",6/18/2019 1:48:25 AM,0
"C400835","c4",6/19/2019 11:10:10 AM,0
"C461148","c4",6/18/2019 1:19:50 PM,0
"C460942","c4",6/18/2019 10:27:32 AM,0
"C400492","c4",6/18/2019 1:25:16 AM,0
"C460155","c4",6/18/2019 4:29:57 PM,0
"C401472","c4",6/19/2019 10:39:15 AM,0
"C402397","c4",6/17/2019 10:28:42 PM,0
"C401332","c4",6/19/2019 10:31:30 AM,0
"C402020","c4",6/19/2019 5:24:49 PM,0
"C401215","c4",6/18/2019 1:52:30 AM,0
"C402337","c4",6/17/2019 5:18:29 PM,0
"C401711","c4",6/17/2019 10:24:44 PM,0
"C401904","c4",6/19/2019 1:51:08 PM,0
"C400675","c4",6/19/2019 1:33:29 PM,0
"C402515","c4",6/19/2019 9:29:18 PM,0
"C460743","c4",6/19/2019 5:26:49 PM,0
"C400548","c4",6/18/2019 1:37:53 AM,0
"C401402","c4",6/19/2019 10:26:38 AM,0
"C400780","c4",6/19/2019 6:38:42 PM,0
"C461102","c4",6/17/2019 4:10:29 PM,0
"C460201","c4",6/19/2019 3:58:12 AM,0
"C461560","c4",6/19/2019 5:03:28 AM,0
"C400317","c4",6/19/2019 6:40:30 PM,0
"C400223","c4",6/19/2019 2:25:46 PM,0
"C401902","c4",6/19/2019 11:58:55 AM,0
"C460453","c4",6/18/2019 3:07:12 PM,0
"C401867","c4",6/19/2019 3:59:24 PM,0
"C400098","c4",6/19/2019 4:40:43 PM,0
"C460903","c4",6/19/2019 6:02:05 AM,0
"C402411","c4",6/17/2019 5:41:36 PM,0
"C400717","c4",6/16/2019 8:07:44 AM,0
"C460964","c4",6/19/2019 6:20:23 AM,0
"C460635","c4",6/18/2019 4:54:33 PM,0
"C460922","c4",6/15/2019 8:50:02 PM,0
"C461599","c4",6/18/2019 2:32:16 PM,0
"C400565","c4",6/17/2019 1:00:39 PM,0
"C400655","c4",6/19/2019 8:42:30 AM,0
