SQL Statement which produced this data:
  select 
      *
  from 
      svc_phm_owner.phm_threshold_parameter;

PHM_THR_PAR_SK,PHM_D_ALGORITHM_DEFINITIONS_SK,PHM_PATTERNS_SK,PARAMETER_GROUP_NAME,PARAMETER_NAME,PARAMETER_VALUES,DELETE_FLAG,APP_AUDITS_CREATE_USER,APP_AUDITS_CREATE_DATE,APP_AUDITS_MODIFY_USER,APP_AUDITS_MODIFY_DATE
10910,20013,20013,"APA_IA","THRESHOLD_DATA_DAYS","1","N","SVC_PHM_CONNECT","3/29/2018 1:59:57.000000 PM","LIJX8","2/25/2019 6:26:07.000000 PM"
10911,20013,20013,"APA_IA","THRESHOLD_TYPE","COUNT","N","SVC_PHM_CONNECT","3/29/2018 1:59:57.000000 PM","LIJX8","2/25/2019 6:26:07.000000 PM"
10912,20014,20014,"APA_IA","ERROR_CODE_VALUE","3100","N","SVC_PHM_CONNECT","3/29/2018 1:59:58.000000 PM","LIJX8","2/25/2019 8:16:52.000000 PM"
10913,20014,20014,"APA_IA","ERROR_CODE_REG_EXPR","(??????) ? (????) ???????????????????;Contacto con el líquido interrumpido durante la aspiración de (Brazo de pipeteo) en (Reactivo interior).;Contacto com líquido interrompido durante a aspiração para (Pipetador) em (Reagente interior).;Contact avec le liquide interrompu pendant l'aspiration de (Pipeteur) à (Réactif intérieur).;Während Ansaugung von (Pipettiereinheit) bei (Inneres Reagenz) Flüssigkeitskontakt unterbrochen.;Liquid contact broken during aspiration for (Pipetter) at (Inner Reagent).;Interruzione del contatto con il liquido durante l'aspirazione di (Braccio di aspirazione) in (Reagente interno).;V prubehu nasávání pipetoru (Pipetor) v (Vnitrní reagencie) došlo ke ztráte kontaktu s kapalinou.;??????? ? ????????? ?????? ?? ????? ????????? ??? (????????) ? (?????????? ???????).;(??)?(????)???????????.","N","SVC_PHM_CONNECT","3/29/2018 1:59:58.000000 PM","LIJX8","2/25/2019 8:16:52.000000 PM"
10914,20014,20014,"APA_IA","ERROR_COUNT","3","N","SVC_PHM_CONNECT","3/29/2018 1:59:58.000000 PM","LIJX8","2/25/2019 8:16:52.000000 PM"
10915,20014,20014,"CHART_CONFIG","THRESHOLD_DESCRIPTION","3/day","N","SVC_PHM_CONNECT","3/29/2018 1:59:58.000000 PM","LIJX8","2/25/2019 8:16:52.000000 PM"
10916,20014,20014,"APA_IA","IHN_LEVEL3_DESC","APA_3100_Inner Reagent","N","SVC_PHM_CONNECT","3/29/2018 1:59:58.000000 PM","LIJX8","2/25/2019 8:16:52.000000 PM"
10917,20014,20014,"APA_IA","THRESHOLD_DATA_DAYS","1","N","SVC_PHM_CONNECT","3/29/2018 1:59:58.000000 PM","LIJX8","2/25/2019 8:16:52.000000 PM"
10918,20014,20014,"APA_IA","THRESHOLD_TYPE","COUNT","N","SVC_PHM_CONNECT","3/29/2018 1:59:59.000000 PM","LIJX8","2/25/2019 8:16:52.000000 PM"
10919,20015,20015,"APA_IA","ERROR_CODE_VALUE","3100","N","SVC_PHM_CONNECT","3/29/2018 2:00:00.000000 PM","LIJX8","2/25/2019 8:19:18.000000 PM"
11060,20035,20035,"APA_IA","ERROR_CODE_REG_EXPR","No se puede procesar el análisis, error de aspiración de lavado (Estación de lavado 1 - Aspiración) para las sondas (2).;Não é possível processar o teste, erro (Zona de lavagem 1 - Aspiração) de aspiração na lavagem das pipetas(s) (2).;Test nicht durchführbar;Ansaugfehler (Ansaugung Waschzone 1) durch WZ-Nadel(n) (2).;Unable to process test, (Wash Zone 1 Aspirate) wash aspiration error for probe(s) (2).;?????????? ????????? ????????????, ?????? ????????? ???????? (????????? ? ??????????? ???? 1) ???(?) (2).;??????,(??? 1 ??)??(2)???? .;Impossibile eseguire il test: errore di aspirazione (Aspirazione area di lavaggio 1) per l'ago/gli aghi (2).;Test nelze zpracovat, chyba pri nasávání v (Nasávání v mycí zóne 1) pro jehlu (2).;(???????? 1 ??) ??????????????? (2) ???????","N","SVC_PHM_CONNECT","3/29/2018 2:00:39.000000 PM","LIJX8","2/25/2019 8:49:25.000000 PM"
11061,20035,20035,"APA_IA","ERROR_COUNT","2","N","SVC_PHM_CONNECT","3/29/2018 2:00:39.000000 PM","LIJX8","2/25/2019 8:49:25.000000 PM"
11062,20035,20035,"CHART_CONFIG","THRESHOLD_DESCRIPTION","2/week","N","SVC_PHM_CONNECT","3/29/2018 2:00:39.000000 PM","LIJX8","2/25/2019 8:49:25.000000 PM"
11063,20035,20035,"APA_IA","IHN_LEVEL3_DESC","APA_3700_ Wash Zone 1 wash aspiration error for probes (2)","N","SVC_PHM_CONNECT","3/29/2018 2:00:39.000000 PM","LIJX8","2/25/2019 8:49:25.000000 PM"
11064,20035,20035,"APA_IA","THRESHOLD_DATA_DAYS","7","N","SVC_PHM_CONNECT","3/29/2018 2:00:39.000000 PM","LIJX8","2/25/2019 8:49:25.000000 PM"
11065,20035,20035,"APA_IA","THRESHOLD_TYPE","COUNT","N","SVC_PHM_CONNECT","3/29/2018 2:00:39.000000 PM","LIJX8","2/25/2019 8:49:25.000000 PM"
11066,20036,20036,"APA_IA","ERROR_CODE_VALUE","3700","N","SVC_PHM_CONNECT","3/29/2018 2:00:41.000000 PM","LIJX8","2/25/2019 8:55:59.000000 PM"
11067,20036,20036,"APA_IA","ERROR_CODE_REG_EXPR","No se puede procesar el análisis, error de aspiración de lavado (Estación de lavado 1 - Aspiración) para las sondas (3).;Não é possível processar o teste, erro (Zona de lavagem 1 - Aspiração) de aspiração na lavagem das pipetas(s) (3).;Test nicht durchführbar;Ansaugfehler (Ansaugung Waschzone 1) durch WZ-Nadel(n) (3).;Unable to process test, (Wash Zone 1 Aspirate) wash aspiration error for probe(s) (3).;Unable to process test, (Wash Zone 1 Aspirate) wash aspiration error for probe(s) [3].;??????,(??? 1 ??)??(3)???? .;Impossibile eseguire il test: errore di aspirazione (Aspirazione area di lavaggio 1) per l'ago/gli aghi (3).;Test nelze zpracovat, chyba pri nasávání v (Nasávání v mycí zóne 1) pro jehlu (3).;?????????? ????????? ????????????, ?????? ????????? ???????? (????????? ? ??????????? ???? 1) ???(?) (13).;?????????? ????????? ????????????, ?????? ????????? ???????? (????????? ? ??????????? ???? 1) ???(?) (3).;?????????? ????????? ????, ?????? ????????? ???? ????????  (????????? ? ??????????? ???? 1) ??? ????(???) [3].;(???????? 1 ??) ??????????????? (3) ???????","N","SVC_PHM_CONNECT","3/29/2018 2:00:41.000000 PM","LIJX8","2/25/2019 8:55:59.000000 PM"
11068,20036,20036,"APA_IA","ERROR_COUNT","2","N","SVC_PHM_CONNECT","3/29/2018 2:00:41.000000 PM","LIJX8","2/25/2019 8:55:59.000000 PM"
11069,20036,20036,"CHART_CONFIG","THRESHOLD_DESCRIPTION","2/week","N","SVC_PHM_CONNECT","3/29/2018 2:00:41.000000 PM","LIJX8","2/25/2019 8:55:59.000000 PM"
11070,20036,20036,"APA_IA","IHN_LEVEL3_DESC","APA_3700_Wash Zone 1 wash aspiration error for probes (3)","N","SVC_PHM_CONNECT","3/29/2018 2:00:41.000000 PM","LIJX8","2/25/2019 8:55:59.000000 PM"
11071,20036,20036,"APA_IA","THRESHOLD_DATA_DAYS","7","N","SVC_PHM_CONNECT","3/29/2018 2:00:41.000000 PM","LIJX8","2/25/2019 8:55:59.000000 PM"
11072,20036,20036,"APA_IA","THRESHOLD_TYPE","COUNT","N","SVC_PHM_CONNECT","3/29/2018 2:00:41.000000 PM","LIJX8","2/25/2019 8:55:59.000000 PM"
11073,20037,20037,"APA_IA","ERROR_CODE_VALUE","3700","N","SVC_PHM_CONNECT","3/29/2018 2:00:42.000000 PM","LIJX8","2/25/2019 8:57:11.000000 PM"
11074,20037,20037,"APA_IA","ERROR_CODE_REG_EXPR","No se puede procesar el análisis, error de aspiración de lavado (Estación de lavado 2 - Aspiración) para las sondas (1).;Não é possível processar o teste, erro (Zona de lavagem 2  - Aspiração) de aspiração na lavagem das pipetas(s) (1).;Impossible d'effectuer le dosage, erreur d'aspiration des effluents de lavage (Aspiration zone de lavage 2) pour l'aiguille [1].;Test nicht durchführbar;Ansaugfehler (Ansaugung Waschzone 2) durch WZ-Nadel(n) (1).;Unable to process test, (Wash Zone 2 Aspirate) wash aspiration error for probe(s) (1).;Unable to process test, (Wash Zone 2 Aspirate) wash aspiration error for probe(s) [1].;??????,(??? 2 ??)??(1)???? .;Impossibile eseguire il test: errore di aspirazione (Aspirazione area di lavaggio 2) per l'ago/gli aghi (1).;Test nelze zpracovat, chyba pri nasávání v (Nasávání v mycí zóne 2) pro jehlu (1).;?????????? ????????? ????????????, ?????? ????????? ???????? (????????? ? ??????????? ???? 2) ???(?) (1).;(???????? 2 ??) ??????????????? (1) ???????","N","SVC_PHM_CONNECT","3/29/2018 2:00:42.000000 PM","LIJX8","2/25/2019 8:57:11.000000 PM"
11075,20037,20037,"APA_IA","ERROR_COUNT","2","N","SVC_PHM_CONNECT","3/29/2018 2:00:42.000000 PM","LIJX8","2/25/2019 8:57:11.000000 PM"
11076,20037,20037,"CHART_CONFIG","THRESHOLD_DESCRIPTION","2/week","N","SVC_PHM_CONNECT","3/29/2018 2:00:42.000000 PM","LIJX8","2/25/2019 8:57:11.000000 PM"
11077,20037,20037,"APA_IA","IHN_LEVEL3_DESC","APA_3700_Wash Zone 2 wash aspiration error for probes (1)","N","SVC_PHM_CONNECT","3/29/2018 2:00:42.000000 PM","LIJX8","2/25/2019 8:57:11.000000 PM"
11078,20037,20037,"APA_IA","THRESHOLD_DATA_DAYS","7","N","SVC_PHM_CONNECT","3/29/2018 2:00:43.000000 PM","LIJX8","2/25/2019 8:57:11.000000 PM"
11079,20037,20037,"APA_IA","THRESHOLD_TYPE","COUNT","N","SVC_PHM_CONNECT","3/29/2018 2:00:43.000000 PM","LIJX8","2/25/2019 8:57:11.000000 PM"
11080,20038,20038,"APA_IA","ERROR_CODE_VALUE","3700","N","SVC_PHM_CONNECT","3/29/2018 2:00:44.000000 PM","LIJX8","2/25/2019 8:58:03.000000 PM"
11158,20049,20049,"APA_IA","ERROR_CODE_REG_EXPR","(Vortexer 1);(Miscelatore Vortex  1);(Vortex 1);(Agitador 1);(??????? 1);(?????? 1);(?????? 1)","N","SVC_PHM_CONNECT","3/29/2018 2:01:20.000000 PM","LIJX8","3/18/2019 5:58:50.000000 PM"
11161,20049,20049,"APA_IA","IHN_LEVEL3_DESC","APA_5104_Vortexer 1","N","SVC_PHM_CONNECT","3/29/2018 2:01:20.000000 PM","LIJX8","3/18/2019 5:58:50.000000 PM"
11162,20049,20049,"APA_IA","THRESHOLD_DATA_DAYS","1","N","SVC_PHM_CONNECT","3/29/2018 2:01:20.000000 PM","LIJX8","3/18/2019 5:58:50.000000 PM"
11163,20049,20049,"APA_IA","THRESHOLD_TYPE","COUNT","N","SVC_PHM_CONNECT","3/29/2018 2:01:21.000000 PM","LIJX8","3/18/2019 5:58:50.000000 PM"
11160,20049,20049,"CHART_CONFIG","THRESHOLD_DESCRIPTION","1/day","N","SVC_PHM_CONNECT","3/29/2018 2:01:20.000000 PM","LIJX8","3/18/2019 5:58:50.000000 PM"
10920,20015,20015,"APA_IA","ERROR_CODE_REG_EXPR","(?????) ? (????) ???????????????????;Contacto con el líquido interrumpido durante la aspiración de (Brazo de pipeteo) en (Reactivo intermedio).;Contacto com líquido interrompido durante a aspiração para (Pipetador) em (Reagente intermédio).;Contact avec le liquide interrompu pendant l'aspiration de (Pipeteur) à (Réactif médian).;Während Ansaugung von (Pipettiereinheit) bei (Mittleres Reagenz) Flüssigkeitskontakt unterbrochen.;Liquid contact broken during aspiration for (Pipetter) at (Middle Reagent).;Interruzione del contatto con il liquido durante l'aspirazione di (Braccio di aspirazione) in (Reagente centrale).;V prubehu nasávání pipetoru (Pipetor) v (Strední reagencie) došlo ke ztráte kontaktu s kapalinou.;??????? ? ????????? ?????? ?? ????? ????????? ??? (????????) ? (??????? ???????).;(??)?(????)???????????.","N","SVC_PHM_CONNECT","3/29/2018 2:00:00.000000 PM","LIJX8","2/25/2019 8:19:18.000000 PM"
10921,20015,20015,"APA_IA","ERROR_COUNT","3","N","SVC_PHM_CONNECT","3/29/2018 2:00:00.000000 PM","LIJX8","2/25/2019 8:19:18.000000 PM"
10922,20015,20015,"CHART_CONFIG","THRESHOLD_DESCRIPTION","3/day","N","SVC_PHM_CONNECT","3/29/2018 2:00:00.000000 PM","LIJX8","2/25/2019 8:19:18.000000 PM"
10923,20015,20015,"APA_IA","IHN_LEVEL3_DESC","APA_3100_Middle Reagent","N","SVC_PHM_CONNECT","3/29/2018 2:00:00.000000 PM","LIJX8","2/25/2019 8:19:18.000000 PM"
10924,20015,20015,"APA_IA","THRESHOLD_DATA_DAYS","1","N","SVC_PHM_CONNECT","3/29/2018 2:00:00.000000 PM","LIJX8","2/25/2019 8:19:18.000000 PM"
10925,20015,20015,"APA_IA","THRESHOLD_TYPE","COUNT","N","SVC_PHM_CONNECT","3/29/2018 2:00:00.000000 PM","LIJX8","2/25/2019 8:19:18.000000 PM"
10926,20016,20016,"APA_IA","ERROR_CODE_VALUE","3100","N","SVC_PHM_CONNECT","3/29/2018 2:00:01.000000 PM","LIJX8","2/25/2019 8:21:08.000000 PM"
10927,20016,20016,"APA_IA","ERROR_CODE_REG_EXPR","(??????) ? (????) ???????????????????;Contacto con el líquido interrumpido durante la aspiración de (Brazo de pipeteo) en (Reactivo exterior).;Contacto com líquido interrompido durante a aspiração para (Pipetador) em (Reagente exterior).;Contact avec le liquide interrompu pendant l'aspiration de (Pipeteur) à (Réactif extérieur).;Während Ansaugung von (Pipettiereinheit) bei (Äußeres Reagenz) Flüssigkeitskontakt unterbrochen.;Liquid contact broken during aspiration for (Pipetter) at (Outer Reagent).;Interruzione del contatto con il liquido durante l'aspirazione di (Braccio di aspirazione) in (Reagente esterno).;V prubehu nasávání pipetoru (Pipetor) v (Vnejší reagencie) došlo ke ztráte kontaktu s kapalinou.;??????? ? ????????? ?????? ?? ????? ????????? ??? (????????) ? (??????? ???????).;(??)?(????)???????????.","N","SVC_PHM_CONNECT","3/29/2018 2:00:01.000000 PM","LIJX8","2/25/2019 8:21:08.000000 PM"
10928,20016,20016,"APA_IA","ERROR_COUNT","3","N","SVC_PHM_CONNECT","3/29/2018 2:00:01.000000 PM","LIJX8","2/25/2019 8:21:08.000000 PM"
10929,20016,20016,"CHART_CONFIG","THRESHOLD_DESCRIPTION","3/day","N","SVC_PHM_CONNECT","3/29/2018 2:00:01.000000 PM","LIJX8","2/25/2019 8:21:08.000000 PM"
10930,20016,20016,"APA_IA","IHN_LEVEL3_DESC","APA_3100_Outer Reagent","N","SVC_PHM_CONNECT","3/29/2018 2:00:01.000000 PM","LIJX8","2/25/2019 8:21:08.000000 PM"
10931,20016,20016,"APA_IA","THRESHOLD_DATA_DAYS","1","N","SVC_PHM_CONNECT","3/29/2018 2:00:02.000000 PM","LIJX8","2/25/2019 8:21:08.000000 PM"
10932,20016,20016,"APA_IA","THRESHOLD_TYPE","COUNT","N","SVC_PHM_CONNECT","3/29/2018 2:00:02.000000 PM","LIJX8","2/25/2019 8:21:08.000000 PM"
10933,20017,20017,"APA_IA","ERROR_CODE_VALUE","3100","N","SVC_PHM_CONNECT","3/29/2018 2:00:03.000000 PM","LIJX8","2/25/2019 8:22:32.000000 PM"
10934,20017,20017,"APA_IA","ERROR_CODE_REG_EXPR","Contacto con el líquido interrumpido durante la aspiración de (Brazo de pipeteo) en (CR 1).;Contacto com líquido interrompido durante a aspiração para (Pipetador) em (CR 1).;Contact avec le liquide interrompu pendant l'aspiration de (Pipeteur) à (CR 1).;Während Ansaugung von (Pipettiereinheit) bei (RE 1) Flüssigkeitskontakt unterbrochen.;Liquid contact broken during aspiration for (Pipetter) at (RV 1).;Interruzione del contatto con il liquido durante l'aspirazione di (Braccio di aspirazione) in (Cartuccia reazione 1).;V prubehu nasávání pipetoru (Pipetor) v (RV 1) došlo ke ztráte kontaktu s kapalinou.;??????? ? ????????? ?????? ?? ????? ????????? ??? (????????) ? (?? 1).;(??)?(??? 1)???????????.;Contacto con el líquido interrumpido durante la aspiración de (Brazo de pipeteo R1) en (CR 1).;Contacto com líquido interrompido durante a aspiração para (Pipetador R1) em (CR 1).;Contact avec le liquide interrompu pendant l'aspiration de (Pipeteur R1) à (CR 1).;Während Ansaugung von (Pipettiereinheit R1) bei (RE 1) Flüssigkeitskontakt unterbrochen.;Liquid contact broken during aspiration for (R1 Pipetter) at (RV 1).;Interruzione del contatto con il liquido durante l'aspirazione di (Braccio di aspirazione R1) in (Cartuccia reazione 1).;??????? ? ????????? ?????? ?? ????? ????????? ??? (???????? R1) ? (?? 1).;(R1 ??)?(??? 1)???????????.;(RV 1) ? (????) ???????????????????","N","SVC_PHM_CONNECT","3/29/2018 2:00:03.000000 PM","LIJX8","2/25/2019 8:22:32.000000 PM"
10935,20017,20017,"APA_IA","ERROR_COUNT","3","N","SVC_PHM_CONNECT","3/29/2018 2:00:03.000000 PM","LIJX8","2/25/2019 8:22:32.000000 PM"
10936,20017,20017,"CHART_CONFIG","THRESHOLD_DESCRIPTION","3/day","N","SVC_PHM_CONNECT","3/29/2018 2:00:03.000000 PM","LIJX8","2/25/2019 8:22:32.000000 PM"
10937,20017,20017,"APA_IA","IHN_LEVEL3_DESC","APA_3100_RV Carousel_RV1","N","SVC_PHM_CONNECT","3/29/2018 2:00:03.000000 PM","LIJX8","2/25/2019 8:22:32.000000 PM"
10938,20017,20017,"APA_IA","THRESHOLD_DATA_DAYS","1","N","SVC_PHM_CONNECT","3/29/2018 2:00:03.000000 PM","LIJX8","2/25/2019 8:22:32.000000 PM"
10939,20017,20017,"APA_IA","THRESHOLD_TYPE","COUNT","N","SVC_PHM_CONNECT","3/29/2018 2:00:03.000000 PM","LIJX8","2/25/2019 8:22:32.000000 PM"
10940,20018,20018,"APA_IA","ERROR_CODE_VALUE","3100","N","SVC_PHM_CONNECT","3/29/2018 2:00:05.000000 PM","LIJX8","2/25/2019 8:23:44.000000 PM"
11165,20050,20050,"APA_IA","ERROR_CODE_REG_EXPR","(Vortexer 2);(Miscelatore Vortex  2);(Vortex 2);(Agitador 2);(??????? 2);(?????? 2);(?????? 2)","N","SVC_PHM_CONNECT","3/29/2018 2:01:23.000000 PM","LIJX8","3/19/2019 1:30:19.000000 PM"
11166,20050,20050,"APA_IA","ERROR_COUNT","1","N","SVC_PHM_CONNECT","3/29/2018 2:01:23.000000 PM","LIJX8","3/19/2019 1:30:19.000000 PM"
11168,20050,20050,"APA_IA","IHN_LEVEL3_DESC","APA_5104_Vortexer 2","N","SVC_PHM_CONNECT","3/29/2018 2:01:23.000000 PM","LIJX8","3/19/2019 1:30:19.000000 PM"
11169,20050,20050,"APA_IA","THRESHOLD_DATA_DAYS","1","N","SVC_PHM_CONNECT","3/29/2018 2:01:23.000000 PM","LIJX8","3/19/2019 1:30:19.000000 PM"
11170,20050,20050,"APA_IA","THRESHOLD_TYPE","COUNT","N","SVC_PHM_CONNECT","3/29/2018 2:01:23.000000 PM","LIJX8","3/19/2019 1:30:19.000000 PM"
11167,20050,20050,"CHART_CONFIG","THRESHOLD_DESCRIPTION","1/day","N","SVC_PHM_CONNECT","3/29/2018 2:01:23.000000 PM","LIJX8","3/19/2019 1:30:19.000000 PM"
11081,20038,20038,"APA_IA","ERROR_CODE_REG_EXPR","No se puede procesar el análisis, error de aspiración de lavado (Estación de lavado 2 - Aspiración) para las sondas (2).;Não é possível processar o teste, erro (Zona de lavagem 2  - Aspiração) de aspiração na lavagem das pipetas(s) (2).;Impossible d'effectuer le dosage, erreur d'aspiration des effluents de lavage (Aspiration zone de lavage 2) pour l'aiguille [2].;Test nicht durchführbar;Ansaugfehler (Ansaugung Waschzone 2) durch WZ-Nadel(n) (2).;Unable to process test, (Wash Zone 2 Aspirate) wash aspiration error for probe(s) (2).;Unable to process test, (Wash Zone 2 Aspirate) wash aspiration error for probe(s) [2].;??????,(??? 2 ??)??(2)???? .;Impossibile eseguire il test: errore di aspirazione (Aspirazione area di lavaggio 2) per l'ago/gli aghi (2).;Test nelze zpracovat, chyba pri nasávání v (Nasávání v mycí zóne 2) pro jehlu (2).;?????????? ????????? ????????????, ?????? ????????? ???????? (????????? ? ??????????? ???? 2) ???(?) (2).;?????????? ????????? ????, ?????? ????????? ???? ????????  (????????? ? ??????????? ???? 2) ??? ????(???) [2].;??????,??[2](??? 2 ??)??????.;(???????? 2 ??) ??????????????? (2) ???????","N","SVC_PHM_CONNECT","3/29/2018 2:00:44.000000 PM","LIJX8","2/25/2019 8:58:03.000000 PM"
11082,20038,20038,"APA_IA","ERROR_COUNT","2","N","SVC_PHM_CONNECT","3/29/2018 2:00:44.000000 PM","LIJX8","2/25/2019 8:58:03.000000 PM"
11083,20038,20038,"CHART_CONFIG","THRESHOLD_DESCRIPTION","2/week","N","SVC_PHM_CONNECT","3/29/2018 2:00:44.000000 PM","LIJX8","2/25/2019 8:58:03.000000 PM"
11084,20038,20038,"APA_IA","IHN_LEVEL3_DESC","APA_3700_Wash Zone 2 wash aspiration error for probes (2)","N","SVC_PHM_CONNECT","3/29/2018 2:00:45.000000 PM","LIJX8","2/25/2019 8:58:03.000000 PM"
11085,20038,20038,"APA_IA","THRESHOLD_DATA_DAYS","7","N","SVC_PHM_CONNECT","3/29/2018 2:00:45.000000 PM","LIJX8","2/25/2019 8:58:03.000000 PM"
11086,20038,20038,"APA_IA","THRESHOLD_TYPE","COUNT","N","SVC_PHM_CONNECT","3/29/2018 2:00:45.000000 PM","LIJX8","2/25/2019 8:58:03.000000 PM"
11087,20039,20039,"APA_IA","ERROR_CODE_VALUE","3700","N","SVC_PHM_CONNECT","3/29/2018 2:00:47.000000 PM","LIJX8","2/25/2019 8:59:02.000000 PM"
11088,20039,20039,"APA_IA","ERROR_CODE_REG_EXPR","No se puede procesar el análisis, error de aspiración de lavado (Estación de lavado 2 - Aspiración) para las sondas (3).;Não é possível processar o teste, erro (Zona de lavagem 2  - Aspiração) de aspiração na lavagem das pipetas(s) (3).;Impossible d'effectuer le dosage, erreur d'aspiration des effluents de lavage (Aspiration zone de lavage 2) pour l'aiguille [3].;Test nicht durchführbar;Ansaugfehler (Ansaugung Waschzone 2) durch WZ-Nadel(n) (3).;Unable to process test, (Wash Zone 2 Aspirate) wash aspiration error for probe(s) (3).;Unable to process test, (Wash Zone 2 Aspirate) wash aspiration error for probe(s) [3].;Impossibile eseguire il test: errore di aspirazione (Aspirazione area di lavaggio 2) per l'ago/gli aghi (3).;Test nelze zpracovat, chyba pri nasávání v (Nasávání v mycí zóne 2) pro jehlu (3).;?????????? ????????? ????????????, ?????? ????????? ???????? (????????? ? ??????????? ???? 2) ???(?) (3).;??????,(??? 2 ??)??(3)???? .;(???????? 2 ??) ??????????????? (3) ???????","N","SVC_PHM_CONNECT","3/29/2018 2:00:47.000000 PM","LIJX8","2/25/2019 8:59:02.000000 PM"
11089,20039,20039,"APA_IA","ERROR_COUNT","2","N","SVC_PHM_CONNECT","3/29/2018 2:00:47.000000 PM","LIJX8","2/25/2019 8:59:02.000000 PM"
11090,20039,20039,"CHART_CONFIG","THRESHOLD_DESCRIPTION","2/week","N","SVC_PHM_CONNECT","3/29/2018 2:00:48.000000 PM","LIJX8","2/25/2019 8:59:02.000000 PM"
11091,20039,20039,"APA_IA","IHN_LEVEL3_DESC","APA_3700_Wash Zone 2 wash aspiration error for probes (3)","N","SVC_PHM_CONNECT","3/29/2018 2:00:48.000000 PM","LIJX8","2/25/2019 8:59:02.000000 PM"
11092,20039,20039,"APA_IA","THRESHOLD_DATA_DAYS","7","N","SVC_PHM_CONNECT","3/29/2018 2:00:48.000000 PM","LIJX8","2/25/2019 8:59:02.000000 PM"
11093,20039,20039,"APA_IA","THRESHOLD_TYPE","COUNT","N","SVC_PHM_CONNECT","3/29/2018 2:00:48.000000 PM","LIJX8","2/25/2019 8:59:02.000000 PM"
11094,20040,20040,"APA_IA","ERROR_CODE_VALUE","3700","N","SVC_PHM_CONNECT","3/29/2018 2:00:50.000000 PM","LIJX8","2/25/2019 9:02:33.000000 PM"
11095,20040,20040,"APA_IA","ERROR_CODE_REG_EXPR","No se puede procesar el análisis, error de aspiración de lavado (Estación de lavado - Aspiración) para las sondas (2).;Não é possível processar o teste, erro (Zona de lavagem - Aspiração) de aspiração na lavagem das pipetas(s) (2).;Impossible d'effectuer le dosage, erreur d'aspiration des effluents de lavage (Aspiration zone de lavage) pour l'aiguille [2].;Test nicht durchführbar;Ansaugfehler (Ansaugung Waschzone) durch WZ-Nadel(n) (2).;Unable to process test, (Wash Zone Aspirate) wash aspiration error for probe(s) (2).;Unable to process test, (Wash Zone Aspirate) wash aspiration error for probe(s) [2].;Impossibile eseguire il test: errore di aspirazione (Aspirazione area di lavaggio) per l'ago/gli aghi (2).;Test nelze zpracovat, chyba pri nasávání v (Nasávání v mycí zóne) pro jehlu (2).;?????????? ????????? ????????????, ?????? ????????? ???????? (????????? ? ??????????? ????) ???(?) (2).;??????,(?????)??(2)???? .;(??????????) ??????????????? (2) ???????","N","SVC_PHM_CONNECT","3/29/2018 2:00:51.000000 PM","LIJX8","2/25/2019 9:02:33.000000 PM"
11096,20040,20040,"APA_IA","ERROR_COUNT","2","N","SVC_PHM_CONNECT","3/29/2018 2:00:51.000000 PM","LIJX8","2/25/2019 9:02:33.000000 PM"
11097,20040,20040,"CHART_CONFIG","THRESHOLD_DESCRIPTION","2/week","N","SVC_PHM_CONNECT","3/29/2018 2:00:51.000000 PM","LIJX8","2/25/2019 9:02:33.000000 PM"
11098,20040,20040,"APA_IA","IHN_LEVEL3_DESC","APA_3700_Wash Zone aspiration error for probe 2","N","SVC_PHM_CONNECT","3/29/2018 2:00:51.000000 PM","LIJX8","2/25/2019 9:02:33.000000 PM"
11099,20040,20040,"APA_IA","THRESHOLD_DATA_DAYS","7","N","SVC_PHM_CONNECT","3/29/2018 2:00:51.000000 PM","LIJX8","2/25/2019 9:02:33.000000 PM"
11100,20040,20040,"APA_IA","THRESHOLD_TYPE","COUNT","N","SVC_PHM_CONNECT","3/29/2018 2:00:51.000000 PM","LIJX8","2/25/2019 9:02:33.000000 PM"
11101,20041,20041,"APA_IA","ERROR_CODE_VALUE","3700","N","SVC_PHM_CONNECT","3/29/2018 2:00:53.000000 PM","LIJX8","2/25/2019 9:03:47.000000 PM"
5046,1104,305,"APA_IA","ERROR_CODE_VALUE","5301","N","JOYSX1","10/10/2016 1:52:02.000000 AM","CHANDSN","2/11/2018 11:24:58.000000 PM"
5047,1104,305,"APA_IA","IHN_LEVEL3_DESC","EC 5301 Vacuum Failure","N","JOYSX1","10/10/2016 1:52:02.000000 AM","CHANDSN","2/11/2018 11:24:58.000000 PM"
5048,1104,305,"APA_IA","THRESHOLD_DATA_DAYS","1","N","JOYSX1","10/10/2016 1:52:02.000000 AM","CHANDSN","2/11/2018 11:24:58.000000 PM"
5049,1104,305,"APA_IA","ERROR_CODE_REG_EXPR",,"N","JOYSX1","10/10/2016 1:52:02.000000 AM","CHANDSN","2/11/2018 11:24:58.000000 PM"
5050,1104,305,"APA_IA","ERROR_COUNT","2","N","JOYSX1","10/10/2016 1:52:02.000000 AM","CHANDSN","2/11/2018 11:24:58.000000 PM"
5051,1104,305,"CHART_CONFIG","THRESHOLD_DESCRIPTION","2/DAY","N","JOYSX1","10/10/2016 1:52:02.000000 AM","CHANDSN","2/11/2018 11:24:58.000000 PM"
5063,1107,308,"APA_CC","ERROR_CODE_REG_EXPR",,"N","JOYSX1","10/10/2016 2:33:41.000000 AM","CHANDSN","2/11/2018 11:58:30.000000 PM"
